medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
2024-08-08,Bronze Medal,3,SINGH Harmanpreet,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1996-01-06,1543017
2024-08-08,Bronze Medal,3,UPADHYAY Lalit Kumar,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1993-12-01,1543028
2024-08-08,Bronze Medal,3,PARATTU RAVEENDRAN Sreejesh,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1988-05-08,1543015
2024-08-08,Bronze Medal,3,SUMIT Sumit,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1996-12-20,1543064
2024-08-08,Bronze Medal,3,SINGH Shamsher,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1997-07-29,1543024
2024-08-08,Bronze Medal,3,PAL Raj Kumar,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1998-05-01,1543029
2024-08-08,Bronze Medal,3,ROHIDAS Amit,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1993-05-10,1543031
2024-08-08,Bronze Medal,3,PRASAD Vivek Sagar,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,2000-02-25,1543021
2024-08-08,Bronze Medal,3,SINGH Sukhjeet,Male,India,IND,India,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,1996-12-05,1543030
2024-08-08,Gold Medal,1,VADLAU Lara,Female,Austria,AUT,Austria,VADLAU Lara / MAEHR Lukas,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,1994-03-29,1566451
2024-08-08,Gold Medal,1,MAEHR Lukas,Male,Austria,AUT,Austria,VADLAU Lara / MAEHR Lukas,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,1990-04-23,1566447
2024-08-08,Silver Medal,2,OKADA Keiju,Male,Japan,JPN,Japan,OKADA Keiju / YOSHIOKA Miho,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,1995-12-02,1941435
2024-08-08,Silver Medal,2,YOSHIOKA Miho,Female,Japan,JPN,Japan,OKADA Keiju / YOSHIOKA Miho,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,1990-08-27,1941438
2024-08-08,Bronze Medal,3,DAHLBERG Anton,Male,Sweden,SWE,Sweden,DAHLBERG Anton / KARLSSON Lovisa,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,1985-05-10,1564652
2024-08-08,Bronze Medal,3,KARLSSON Lovisa,Female,Sweden,SWE,Sweden,DAHLBERG Anton / KARLSSON Lovisa,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,1995-05-24,1564651
2024-08-08,Gold Medal,1,TITA Ruggero,Male,Italy,ITA,Italy,TITA Ruggero / BANTI Caterina,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,1992-03-20,1899650
2024-08-08,Gold Medal,1,BANTI Caterina Marianna,Female,Italy,ITA,Italy,TITA Ruggero / BANTI Caterina,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,1987-06-13,1899647
2024-08-08,Silver Medal,2,MAJDALANI Mateo,Male,Argentina,ARG,Argentina,MAJDALANI Mateo / BOSCO Eugenia,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,1994-07-15,1538041
2024-08-08,Silver Medal,2,BOSCO Eugenia,Female,Argentina,ARG,Argentina,MAJDALANI Mateo / BOSCO Eugenia,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,1997-06-12,1538028
2024-08-08,Bronze Medal,3,WILKINSON Micah,Male,New Zealand,NZL,New Zealand,WILKINSON Micah James / DAWSON Erica Linda,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,1996-02-06,1918835
2024-08-08,Bronze Medal,3,DAWSON Erica,Female,New Zealand,NZL,New Zealand,WILKINSON Micah James / DAWSON Erica Linda,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,1994-07-24,1918832
2024-08-09,Gold Medal,1,ADJIBI Eliezer,Male,Canada,CAN,Canada,Canada,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,2000-09-23,1974038
2024-08-09,Gold Medal,1,ASEMOTA Duan,Male,Canada,CAN,Canada,Canada,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1996-08-29,1974049
2024-08-09,Gold Medal,1,BLAKE Jerome,Male,Canada,CAN,Canada,Canada,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1995-08-18,1974065
2024-08-09,Gold Medal,1,BROWN Aaron,Male,Canada,CAN,Canada,Canada,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1992-05-27,1974072
2024-08-09,Gold Medal,1,De GRASSE Andre,Male,Canada,CAN,Canada,Canada,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1994-11-10,1974096
2024-08-09,Gold Medal,1,RODNEY Brendon,Male,Canada,CAN,Canada,Canada,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1992-04-09,1974289
2024-08-09,Silver Medal,2,MASWANGANYI Shaun,Male,South Africa,RSA,South Africa,South Africa,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,2001-02-01,1981059
2024-08-09,Silver Medal,2,NKOANA Bradley,Male,South Africa,RSA,South Africa,South Africa,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,2005-01-27,4343340
2024-08-09,Silver Medal,2,RICHARDSON Benjamin,Male,South Africa,RSA,South Africa,South Africa,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,2003-12-19,1981060
2024-08-09,Silver Medal,2,SIMBINE Akani,Male,South Africa,RSA,South Africa,South Africa,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1993-09-21,1981055
2024-08-09,Silver Medal,2,WALAZA Bayanda,Male,South Africa,RSA,South Africa,South Africa,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,2006-02-09,4339445
2024-08-09,Bronze Medal,3,AZU Jeremiah,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,2001-05-15,1924439
2024-08-09,Bronze Medal,3,HINCHLIFFE Louie,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,2002-07-18,3557190
2024-08-09,Bronze Medal,3,HUGHES Zharnel,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1995-07-13,1924431
2024-08-09,Bronze Medal,3,KILTY Richard,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1989-09-02,1924442
2024-08-09,Bronze Medal,3,MITCHELL-BLAKE Nethaneel,Male,Great Britain,GBR,Great Britain,Great Britain,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--,1994-04-02,1924457
2024-08-09,Gold Medal,1,DAVIS Tamari,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,2003-02-15,1960709
2024-08-09,Gold Medal,1,HOBBS Aleia,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-02-24,1960115
2024-08-09,Gold Medal,1,JEFFERSON Melissa,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,2001-02-21,1961011
2024-08-09,Gold Medal,1,RICHARDSON Sha'carri,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,2000-03-25,1960181
2024-08-09,Gold Medal,1,TERRY Twanisha,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1999-01-24,1965942
2024-08-09,Gold Medal,1,THOMAS Gabrielle,Female,United States,USA,United States,United States of America,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-12-07,1965868
2024-08-09,Silver Medal,2,ASHER-SMITH Dina,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1995-12-04,1924384
2024-08-09,Silver Medal,2,HENRY Desiree,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1995-08-26,1956843
2024-08-09,Silver Medal,2,HUNT Amy,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,2002-05-15,1924432
2024-08-09,Silver Medal,2,LANSIQUOT Imani,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1997-12-17,1924446
2024-08-09,Silver Medal,2,NEITA Daryll,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-08-29,1924460
2024-08-09,Silver Medal,2,WILLIAMS Bianca,Female,Great Britain,GBR,Great Britain,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1993-12-18,1924507
2024-08-09,Bronze Medal,3,BURGHARDT Alexandra,Female,Germany,GER,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1994-04-28,1920096
2024-08-09,Bronze Medal,3,HAASE Rebekka,Female,Germany,GER,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1993-01-02,1920119
2024-08-09,Bronze Medal,3,JUNK Sophia,Female,Germany,GER,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1999-03-01,1920142
2024-08-09,Bronze Medal,3,LUECKENKEMPER Gina,Female,Germany,GER,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-11-21,1920164
2024-08-09,Bronze Medal,3,MAYER Lisa,Female,Germany,GER,Germany,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,1996-05-02,1920169
2024-08-09,Gold Medal,1,SILVA RAMOS Ana Patricia,Female,Brazil,BRA,Brazil,Ana Patricia/Duda,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1997-09-29,1964058
2024-08-09,Gold Medal,1,SANTOS LISBOA Eduarda,Female,Brazil,BRA,Brazil,Ana Patricia/Duda,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1998-08-01,1964088
2024-08-09,Silver Medal,2,HUMANA-PAREDES Melissa,Female,Canada,CAN,Canada,Melissa/Brandie,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1992-10-10,1967340
2024-08-09,Silver Medal,2,WILKERSON Brandie,Female,Canada,CAN,Canada,Melissa/Brandie,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,1992-07-01,1967346
2024-08-09,Bronze Medal,3,HUEBERLI Tanja,Female,Switzerland,SUI,Switzerland,Huberli/Brunner,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000200--,1992-08-27,1976570
2024-08-09,Bronze Medal,3,BRUNNER Nina,Female,Switzerland,SUI,Switzerland,Huberli/Brunner,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000200--,1995-10-14,1976465
2024-08-09,Gold Medal,1,GUAZZINI Vittoria,Female,Italy,ITA,Italy,Italy,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,2000-12-26,1923042
2024-08-09,Gold Medal,1,CONSONNI Chiara,Female,Italy,ITA,Italy,Italy,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,1999-06-24,1923048
2024-08-09,Silver Medal,2,EVANS Neah,Female,Great Britain,GBR,Great Britain,Great Britain,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,1990-08-01,1912519
2024-08-09,Silver Medal,2,BARKER Elinor,Female,Great Britain,GBR,Great Britain,Great Britain,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,1994-09-07,1912507
2024-08-09,Bronze Medal,3,van BELLE Lisa,Female,Netherlands,NED,Netherlands,Netherlands,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,2004-01-30,1969170
2024-08-09,Bronze Medal,3,van der DUIN Maike,Female,Netherlands,NED,Netherlands,Netherlands,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,2001-09-12,1969173
2024-08-09,Gold Medal,1,TENAS Arnau,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-30,1942296
2024-08-09,Gold Medal,1,PUBILL Marc,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-06-20,1942269
2024-08-09,Gold Medal,1,MIRANDA Juan,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-01-19,1942241
2024-08-09,Gold Medal,1,GARCIA Eric,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-01-09,1942076
2024-08-09,Gold Medal,1,CUBARSI Pau,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2007-01-22,1942056
2024-08-09,Gold Medal,1,BARRIOS Pablo,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-06-15,1942037
2024-08-09,Gold Medal,1,LOPEZ Diego,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-13,1942222
2024-08-09,Gold Medal,1,TURRIENTES Benat,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-01-31,1942301
2024-08-09,Gold Medal,1,RUIZ Abel,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-01-28,1942280
2024-08-09,Gold Medal,1,BAENA Alex,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-07-20,1942033
2024-08-09,Gold Medal,1,LOPEZ Fermin,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-05-11,1942221
2024-08-09,Gold Medal,1,PACHECO Jon,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-01-08,1942259
2024-08-09,Gold Medal,1,GARCIA Joan,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-04,1942077
2024-08-09,Gold Medal,1,OROZ Aimar,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-11-27,1942257
2024-08-09,Gold Medal,1,GUTIERREZ Miguel,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-07-27,1942099
2024-08-09,Gold Medal,1,BERNABE Adrian,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-26,1942039
2024-08-09,Gold Medal,1,GOMEZ Sergio,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-09-04,1942089
2024-08-09,Gold Medal,1,OMORODION Samu,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2004-05-05,1942256
2024-08-09,Gold Medal,1,MOSQUERA Cristhian,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2004-06-27,1942248
2024-08-09,Gold Medal,1,SANCHEZ Juanlu,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-08-15,1942289
2024-08-09,Gold Medal,1,CAMELLO Sergio,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-02-10,1942046
2024-08-09,Gold Medal,1,ITURBE Alejandro,Male,Spain,ESP,Spain,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-09-02,1942104
2024-08-09,Silver Medal,2,NKAMBADIO Obed,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-02-07,1900695
2024-08-09,Silver Medal,2,LUKEBA Castello,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-12-17,1900683
2024-08-09,Silver Medal,2,TRUFFERT Adrien,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-11-20,1900718
2024-08-09,Silver Medal,2,BADE Loic,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2000-04-11,4669223
2024-08-09,Silver Medal,2,SILDILLIA Kiliann,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-16,1900709
2024-08-09,Silver Medal,2,KONE Manu,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-05-17,1900672
2024-08-09,Silver Medal,2,OLISE Michael,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-12-12,1900699
2024-08-09,Silver Medal,2,AKLIOUCHE Maghnes,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-02-25,1900626
2024-08-09,Silver Medal,2,KALIMUENDO Arnaud,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-01-20,1900668
2024-08-09,Silver Medal,2,LACAZETTE Alexandre,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,1991-05-28,1900674
2024-08-09,Silver Medal,2,DOUE Desire,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2005-06-03,1900653
2024-08-09,Silver Medal,2,MILLOT Enzo,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-07-17,1900694
2024-08-09,Silver Medal,2,CHOTARD Joris,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2001-09-24,1900644
2024-08-09,Silver Medal,2,MATETA Jean-Philippe,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,1997-06-28,3549727
2024-08-09,Silver Medal,2,LOCKO Bradley,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-06,1900682
2024-08-09,Silver Medal,2,RESTES Guillaume,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2005-03-11,1900702
2024-08-09,Silver Medal,2,MAGASSA Soungoutou,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-10-08,1900684
2024-08-09,Silver Medal,2,CHERKI Rayan,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-08-17,1900641
2024-08-09,Silver Medal,2,MATSIMA Chrislain,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-05-15,1900690
2024-08-09,Silver Medal,2,DIOUF Andy,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2003-05-17,1900651
2024-08-09,Silver Medal,2,LEPENANT Johann,Male,France,FRA,France,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,2002-10-22,1900680
2024-08-09,Bronze Medal,3,FROHMS Merle,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1995-01-28,1880591
2024-08-09,Bronze Medal,3,LINDER Sarai,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1999-10-26,1880576
2024-08-09,Bronze Medal,3,HENDRICH Kathrin,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1992-04-06,1880566
2024-08-09,Bronze Medal,3,SCHULZE SOLANO Bibiane,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1998-11-12,1880606
2024-08-09,Bronze Medal,3,HEGERING Marina,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1990-04-17,1880595
2024-08-09,Bronze Medal,3,MINGE Janina,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1999-06-11,1880574
2024-08-09,Bronze Medal,3,SCHUELLER Lea,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1997-11-12,1880572
2024-08-09,Bronze Medal,3,LOHMANN Sydney,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2000-06-19,1880581
2024-08-09,Bronze Medal,3,NUESKEN Sjoeke,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2001-01-22,1880584
2024-08-09,Bronze Medal,3,FREIGANG Laura,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1998-02-01,1880573
2024-08-09,Bronze Medal,3,POPP Alexandra,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1991-04-06,1880564
2024-08-09,Bronze Medal,3,BERGER Ann-Katrin,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1990-10-09,1880602
2024-08-09,Bronze Medal,3,DOORSOUN Sara,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1991-11-17,1880565
2024-08-09,Bronze Medal,3,SENSS Elisa,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1997-10-01,1880609
2024-08-09,Bronze Medal,3,GWINN Giulia,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1999-07-02,1880575
2024-08-09,Bronze Medal,3,BRAND Jule,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2002-10-16,1880592
2024-08-09,Bronze Medal,3,BUEHL Klara,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2000-12-07,1880583
2024-08-09,Bronze Medal,3,ENDEMANN Vivien,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2001-08-07,1880610
2024-08-09,Bronze Medal,3,RAUCH Felicitas,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,1996-04-30,1880571
2024-08-09,Bronze Medal,3,ANYOMI Nicole,Female,Germany,GER,Germany,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,2000-02-10,1880578
2024-08-09,Gold Medal,1,VEENENDAAL Anne,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1995-09-07,1971974
2024-08-09,Gold Medal,1,FOKKE Luna Noa,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,2001-03-09,1971927
2024-08-09,Gold Medal,1,MOES Freeke,Female,Netherlands,NED,Netherlands,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,1998-11-29,1971955
