order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O130814,C17138,P243090,Home,20.57,0.05,5,Debit Card,2023-11-30,5,South,No,97.71,6.39,20.97,67,Female
O130815,C10080,P207708,Fashion,14.01,0.0,2,PayPal,2025-08-25,5,North,No,28.02,6.44,3.37,28,Female
O130816,C12134,P244438,Fashion,17.22,0.15,1,Wallet,2024-02-07,7,East,No,14.64,3.93,1.19,31,Female
O130817,C11799,P206482,Electronics,315.74,0.05,1,Credit Card,2024-03-14,4,West,No,299.95,8.3,27.69,19,Male
O130818,C10257,P225679,Sports,58.35,0.05,1,Debit Card,2024-01-08,3,North,No,55.43,5.15,11.48,21,Other
O130819,C15086,P222622,Home,22.97,0.0,1,Debit Card,2025-09-03,5,North,No,22.97,5.32,1.11,54,Female
O130820,C10184,P244953,Beauty,7.23,0.0,2,Debit Card,2024-01-14,3,North,Yes,14.46,4.74,1.77,68,Female
O130821,C15811,P208450,Fashion,41.08,0.1,2,Credit Card,2024-01-28,4,South,No,73.94,7.59,18.29,48,Female
O130822,C16841,P228793,Sports,23.91,0.0,1,Credit Card,2024-08-13,3,North,No,23.91,4.43,2.74,56,Female
O130823,C10122,P209339,Electronics,474.2,0.05,1,UPI,2024-02-24,6,East,No,450.49,11.11,42.95,62,Female
O130824,C17263,P231254,Sports,19.85,0.0,1,PayPal,2025-01-22,4,West,No,19.85,3.99,1.96,69,Male
O130825,C14700,P233672,Electronics,118.56,0.1,1,Credit Card,2023-12-01,5,South,No,106.7,6.15,6.65,42,Male
O130826,C16658,P221426,Home,284.86,0.1,1,Debit Card,2024-02-15,5,South,No,256.37,8.38,63.4,44,Female
O130827,C14999,P248589,Beauty,21.69,0.0,1,Credit Card,2025-08-23,5,South,No,21.69,6.22,3.54,63,Other
O130828,C13514,P218523,Toys,91.0,0.0,1,Debit Card,2024-08-28,7,East,No,91.0,7.77,28.63,25,Female
O130829,C15633,P205143,Toys,5.25,0.0,1,Debit Card,2023-10-28,5,West,No,5.25,2.88,-0.78,44,Male
O130830,C16077,P219562,Beauty,4.98,0.0,1,Debit Card,2024-09-19,5,West,No,4.98,3.09,-0.85,25,Female
O130831,C11394,P204147,Grocery,2.04,0.0,2,Credit Card,2025-02-18,6,West,No,4.08,2.81,-2.48,22,Male
O130832,C12352,P247814,Home,370.59,0.0,1,Debit Card,2023-09-18,5,South,No,370.59,9.2,94.57,63,Male
O130833,C17524,P220773,Home,145.7,0.0,1,PayPal,2024-07-03,4,Central,No,145.7,7.25,33.55,42,Male
O130834,C13219,P202347,Sports,50.42,0.05,2,UPI,2025-08-24,6,South,No,95.8,9.15,19.59,47,Male
O130835,C11308,P247448,Toys,11.53,0.0,3,Debit Card,2024-12-23,5,Central,No,34.59,4.44,9.4,65,Male
O130836,C16800,P217975,Beauty,32.51,0.05,1,UPI,2023-09-25,4,North,No,30.88,5.91,7.99,64,Female
O130837,C15961,P220012,Grocery,13.62,0.05,3,Credit Card,2024-09-09,4,West,No,38.82,3.5,-0.39,38,Male
O130838,C13944,P247539,Fashion,26.62,0.0,1,Credit Card,2023-09-28,5,East,No,26.62,3.81,5.51,40,Female
O130839,C11941,P214720,Grocery,16.42,0.1,1,COD,2023-09-27,6,East,No,14.78,3.76,-2.58,64,Other
O130840,C16405,P225430,Fashion,25.62,0.0,1,Wallet,2025-03-25,5,Central,No,25.62,4.85,4.12,69,Female
O130841,C15693,P233518,Beauty,17.75,0.0,2,COD,2025-06-17,5,North,No,35.5,3.62,12.36,28,Other
O130842,C10490,P213683,Toys,39.41,0.15,1,Credit Card,2025-07-10,5,North,No,33.5,5.23,8.17,39,Female
O130843,C16881,P226943,Toys,4.48,0.15,1,UPI,2024-07-02,4,Central,No,3.81,3.24,-1.72,37,Male
O130844,C11054,P241198,Fashion,32.85,0.0,1,Credit Card,2024-01-31,3,North,No,32.85,8.03,3.47,69,Female
O130845,C10701,P206535,Grocery,2.27,0.0,1,Credit Card,2024-06-02,5,South,No,2.27,0.0,0.18,19,Male
O130846,C12934,P230689,Electronics,62.84,0.05,4,Debit Card,2024-04-17,5,North,No,238.79,10.17,18.48,36,Female
O130847,C15387,P219079,Electronics,1149.67,0.3,1,Credit Card,2025-01-02,6,West,No,804.77,10.17,86.4,29,Other
O130848,C16155,P206156,Toys,18.26,0.05,1,Credit Card,2024-03-16,4,West,No,17.35,4.55,2.39,18,Male
O130849,C15310,P237404,Toys,76.28,0.0,1,Credit Card,2025-01-17,8,East,No,76.28,6.8,23.71,58,Male
O130850,C15519,P215025,Sports,202.55,0.0,1,Debit Card,2024-06-24,5,East,No,202.55,7.55,53.22,19,Female
O130851,C15656,P242276,Toys,84.97,0.05,1,UPI,2024-05-16,5,East,No,80.72,7.34,24.95,57,Other
O130852,C16037,P218688,Electronics,936.45,0.1,1,UPI,2024-03-25,6,North,No,842.8,10.84,90.3,29,Female
O130853,C16234,P200107,Electronics,737.07,0.1,3,Credit Card,2024-09-29,3,North,No,1990.09,12.76,226.05,34,Other
O130854,C14695,P234372,Grocery,17.96,0.1,1,Credit Card,2024-04-06,6,West,No,16.16,5.45,-4.16,42,Female
O130855,C17668,P207921,Beauty,35.51,0.15,2,Debit Card,2023-10-17,3,Central,No,60.37,7.48,19.69,20,Male
O130856,C15905,P224942,Grocery,38.65,0.15,1,Credit Card,2024-02-21,3,Central,No,32.85,6.06,-3.43,66,Male
O130857,C16444,P223547,Grocery,50.67,0.0,2,Credit Card,2023-09-18,4,South,No,101.34,7.41,0.7,57,Female
O130858,C11134,P227485,Sports,293.48,0.0,1,PayPal,2024-06-15,6,West,No,293.48,8.01,80.03,66,Female
O130859,C10079,P232028,Beauty,19.17,0.0,1,UPI,2025-06-20,4,South,No,19.17,3.69,4.94,19,Female
O130860,C10835,P202921,Fashion,108.01,0.05,1,Credit Card,2024-02-19,3,North,No,102.61,7.34,28.57,37,Female
O130861,C10651,P228844,Electronics,281.99,0.0,1,Wallet,2023-11-15,6,East,No,281.99,8.64,25.2,63,Male
O130862,C16576,P201740,Sports,91.68,0.0,2,Debit Card,2025-04-06,5,North,No,183.36,7.06,47.95,18,Female
O130863,C10416,P215095,Toys,36.17,0.0,4,UPI,2023-12-13,5,East,No,144.68,6.28,51.59,31,Male
O130864,C17381,P202818,Beauty,46.43,0.05,1,COD,2025-03-09,8,East,No,44.11,6.22,13.63,28,Other
O130865,C15566,P217737,Electronics,614.29,0.0,4,Debit Card,2024-12-27,6,South,Yes,2457.16,10.84,284.02,45,Male
O130866,C16161,P206140,Electronics,622.84,0.0,1,Credit Card,2025-07-01,4,Central,No,622.84,9.12,65.62,46,Male
O130867,C15173,P243406,Electronics,230.96,0.0,2,COD,2024-11-12,4,South,No,461.92,8.55,46.88,65,Female
O130868,C15999,P226811,Sports,84.34,0.15,1,PayPal,2025-02-17,4,Central,No,71.69,7.07,14.44,27,Male
O130869,C13680,P225460,Beauty,10.14,0.1,1,PayPal,2023-09-15,5,East,No,9.13,3.14,0.97,56,Female
O130870,C13866,P238785,Home,91.97,0.1,1,Credit Card,2024-05-24,7,East,No,82.77,6.42,16.76,53,Female
O130871,C10745,P206993,Beauty,82.3,0.0,1,COD,2024-06-11,3,North,No,82.3,7.59,29.44,53,Female
O130872,C12002,P249894,Fashion,88.38,0.0,1,Credit Card,2024-01-02,5,West,No,88.38,7.29,23.64,30,Female
O130873,C10239,P215899,Toys,10.86,0.2,2,Credit Card,2025-05-21,6,West,No,17.38,4.25,2.7,69,Female
O130874,C12893,P207005,Fashion,54.27,0.15,1,Wallet,2024-02-22,6,Central,No,46.13,5.42,10.73,63,Female
O130875,C11944,P207628,Sports,38.74,0.05,1,UPI,2023-10-31,6,Central,No,36.8,4.37,6.67,58,Female
O130876,C16561,P226615,Home,40.56,0.1,1,COD,2024-09-03,4,West,No,36.5,4.61,5.61,66,Female
O130877,C10855,P218946,Electronics,225.68,0.0,3,Debit Card,2024-02-29,7,North,No,677.04,11.1,70.14,33,Male
O130878,C17653,P212468,Fashion,14.27,0.05,1,Debit Card,2024-11-19,6,South,No,13.56,1.97,2.78,49,Female
O130879,C13515,P214851,Grocery,11.65,0.0,5,Credit Card,2023-11-28,3,North,No,58.25,5.62,-0.96,56,Female
O130880,C17733,P213199,Fashion,32.19,0.0,1,Debit Card,2024-03-04,7,East,No,32.19,5.15,6.12,38,Male
O130881,C12646,P231579,Electronics,98.34,0.2,1,UPI,2024-04-03,4,South,No,78.67,5.11,4.33,41,Male
O130882,C15892,P230901,Fashion,64.27,0.15,1,COD,2024-12-27,4,South,No,54.63,5.61,13.51,47,Male
O130883,C15867,P214439,Toys,27.11,0.1,1,COD,2023-11-05,6,South,No,24.4,6.19,3.57,58,Male
O130884,C13194,P223823,Fashion,113.72,0.0,1,PayPal,2025-02-04,5,West,No,113.72,7.83,31.97,21,Female
O130885,C14515,P202334,Home,173.95,0.0,1,Debit Card,2023-11-26,4,West,No,173.95,7.96,40.75,47,Female
O130886,C17733,P238998,Fashion,17.04,0.05,1,Credit Card,2025-03-09,5,North,No,16.19,4.96,0.71,53,Other
O130887,C16359,P248200,Grocery,15.32,0.0,1,Credit Card,2024-06-11,4,West,No,15.32,4.66,-3.43,61,Female
O130888,C17587,P200602,Grocery,50.28,0.05,1,Credit Card,2024-02-27,5,South,No,47.77,7.09,-3.27,41,Female
O130889,C14804,P248437,Home,261.92,0.0,3,Debit Card,2024-05-23,5,East,No,785.76,10.43,209.58,38,Female
O130890,C12598,P215034,Toys,13.19,0.15,2,UPI,2025-08-31,5,South,No,22.42,5.17,3.8,35,Male
O130891,C17109,P249594,Fashion,63.56,0.2,2,Credit Card,2023-12-03,5,West,No,101.7,7.19,28.4,51,Male
O130892,C17395,P230613,Home,12.15,0.1,1,Credit Card,2024-06-07,5,South,No,10.94,1.77,1.29,39,Female
O130893,C17404,P219691,Sports,34.3,0.0,1,Debit Card,2025-08-05,3,Central,No,34.3,3.52,6.77,56,Female
O130894,C15763,P240609,Fashion,30.04,0.0,1,Credit Card,2023-12-12,7,East,No,30.04,5.71,4.8,26,Male
O130895,C11353,P210824,Fashion,31.0,0.0,3,Debit Card,2024-05-22,3,North,No,93.0,5.61,26.94,69,Female
O130896,C12035,P205856,Grocery,28.74,0.0,1,Credit Card,2023-11-05,4,North,No,28.74,4.85,-2.55,18,Male
O130897,C12880,P212159,Fashion,227.09,0.1,4,Wallet,2024-10-09,6,East,No,817.52,11.12,275.01,40,Male
O130898,C17636,P219685,Electronics,247.15,0.0,2,Credit Card,2024-03-27,5,East,No,494.3,9.91,49.41,40,Female
O130899,C10679,P202301,Sports,58.64,0.0,1,Credit Card,2024-04-22,5,South,No,58.64,5.19,12.4,25,Male
O130900,C10486,P223479,Fashion,11.93,0.0,3,Credit Card,2025-06-29,4,West,No,35.79,6.76,5.77,20,Female
O130901,C13620,P214073,Home,45.11,0.0,2,Debit Card,2024-06-19,6,East,No,90.22,6.31,18.95,20,Male
O130902,C13650,P203566,Electronics,98.95,0.0,1,COD,2024-01-30,4,West,No,98.95,8.81,3.06,54,Male
O130903,C14718,P222937,Electronics,188.24,0.0,1,UPI,2023-12-27,5,South,No,188.24,6.62,15.97,42,Male
O130904,C11438,P215558,Home,191.13,0.3,1,PayPal,2025-05-17,5,South,No,133.79,5.71,31.75,47,Male
O130905,C14314,P214060,Fashion,6.09,0.0,1,Debit Card,2023-11-03,4,South,No,6.09,3.86,-1.73,49,Female
O130906,C16864,P207120,Home,280.14,0.05,3,Debit Card,2024-11-04,4,South,No,798.4,7.57,215.98,56,Male
O130907,C16524,P231636,Grocery,17.89,0.1,1,Wallet,2025-06-10,4,West,No,16.1,2.72,-1.43,54,Female
O130908,C16230,P218773,Home,70.54,0.0,1,Credit Card,2024-01-28,5,West,No,70.54,8.5,11.25,18,Male
O130909,C11484,P218214,Beauty,21.26,0.0,1,UPI,2024-04-07,4,North,No,21.26,4.99,4.58,57,Male
O130910,C16958,P239308,Electronics,87.49,0.05,2,Debit Card,2025-08-16,7,East,No,166.23,8.12,11.83,35,Male
O130911,C16554,P220457,Grocery,20.87,0.0,1,Credit Card,2024-07-08,5,East,No,20.87,3.23,-1.56,67,Male
O130912,C10690,P238313,Toys,31.92,0.1,1,COD,2025-06-01,4,North,No,28.73,5.53,5.96,27,Other
O130913,C16125,P227990,Beauty,14.64,0.05,2,Credit Card,2024-12-31,3,North,No,27.82,3.98,8.54,31,Female
O130914,C11012,P221213,Fashion,19.85,0.2,1,Credit Card,2024-06-21,5,South,No,15.88,2.26,3.3,66,Male
O130915,C16668,P240822,Home,125.68,0.1,1,Credit Card,2024-03-30,5,West,No,113.11,5.67,26.0,33,Female
O130916,C14542,P229712,Fashion,24.16,0.0,1,UPI,2024-05-26,4,North,No,24.16,6.04,2.42,28,Male
O130917,C12347,P241555,Grocery,17.03,0.1,1,COD,2023-09-20,5,Central,No,15.33,3.86,-2.63,43,Female
O130918,C16551,P203462,Home,174.18,0.0,1,Credit Card,2024-07-13,5,East,No,174.18,8.3,40.47,42,Male
O130919,C13708,P215856,Home,515.18,0.0,2,UPI,2025-02-04,6,East,No,1030.36,10.79,277.71,19,Male
O130920,C14470,P212381,Electronics,191.37,0.15,1,Wallet,2023-09-21,5,North,No,162.66,8.93,10.59,47,Female
O130921,C16376,P220151,Fashion,7.83,0.0,1,Debit Card,2025-03-20,6,East,No,7.83,2.72,0.02,29,Male
O130922,C17930,P242627,Sports,222.61,0.0,1,PayPal,2024-07-30,4,Central,No,222.61,6.59,60.19,38,Female
O130923,C11922,P217489,Beauty,3.23,0.2,1,Credit Card,2025-03-30,6,Central,No,2.58,4.12,-2.96,59,Male
O130924,C10637,P245395,Fashion,34.17,0.0,2,Debit Card,2023-12-16,5,East,No,68.34,4.68,19.24,64,Male
O130925,C15866,P202855,Fashion,19.62,0.1,1,PayPal,2025-04-28,5,South,No,17.66,3.51,2.67,43,Female
O130926,C16793,P206503,Fashion,30.97,0.1,1,COD,2024-09-06,8,East,No,27.87,6.56,3.19,55,Male
O130927,C13008,P214324,Electronics,112.32,0.0,1,Credit Card,2025-07-10,5,East,Yes,112.32,6.33,7.15,23,Female
O130928,C17216,P218543,Grocery,15.78,0.0,1,Credit Card,2025-02-09,3,North,No,15.78,3.5,-2.24,68,Male
O130929,C12233,P237166,Sports,91.09,0.0,1,COD,2024-06-19,4,Central,No,91.09,6.4,20.93,28,Female
O130930,C17372,P214129,Grocery,7.82,0.0,1,COD,2024-05-26,5,Central,No,7.82,2.68,-2.05,25,Male
O130931,C12125,P246998,Home,153.79,0.2,1,Credit Card,2025-07-27,6,East,No,123.03,6.19,28.26,45,Female
O130932,C15600,P220530,Toys,3.71,0.0,1,Debit Card,2024-05-31,6,East,No,3.71,0.98,0.5,24,Female
O130933,C13457,P225381,Fashion,100.99,0.15,1,Credit Card,2025-02-01,7,Central,No,85.84,5.22,24.82,26,Male
O130934,C14289,P206024,Home,89.75,0.1,1,Debit Card,2023-11-23,6,East,No,80.78,7.7,14.92,18,Male
O130935,C13174,P241660,Fashion,52.03,0.0,1,Debit Card,2024-01-19,5,East,No,52.03,4.78,13.43,68,Female
O130936,C13688,P236559,Toys,8.37,0.0,1,Credit Card,2024-07-26,8,East,No,8.37,2.53,0.82,53,Male
O130937,C11399,P237524,Home,481.12,0.05,3,Debit Card,2025-08-31,7,East,No,1371.19,10.54,373.39,41,Male
O130938,C12334,P242760,Beauty,17.71,0.05,4,UPI,2025-08-29,4,West,No,67.3,5.3,24.98,41,Female
O130939,C11505,P218291,Toys,6.05,0.0,1,Credit Card,2024-11-08,4,South,No,6.05,3.53,-1.11,28,Male
O130940,C15842,P213592,Sports,27.03,0.0,2,PayPal,2024-05-02,6,South,No,54.06,5.48,10.74,41,Male
O130941,C10249,P233904,Grocery,5.28,0.0,1,Credit Card,2024-11-06,5,West,No,5.28,2.8,-2.38,64,Female
O130942,C17972,P220515,Home,205.05,0.0,1,COD,2024-02-07,5,Central,No,205.05,7.38,50.03,47,Female
O130943,C15320,P200622,Home,58.47,0.0,1,PayPal,2024-02-19,9,East,No,58.47,6.35,10.02,40,Female
O130944,C10535,P207245,Beauty,5.11,0.0,1,COD,2024-05-14,5,East,No,5.11,2.57,-0.27,69,Female
O130945,C13532,P222043,Home,88.0,0.0,1,COD,2024-10-14,7,South,No,88.0,7.04,17.6,69,Female
O130946,C16443,P215295,Home,41.76,0.0,1,Credit Card,2024-10-20,4,North,No,41.76,5.75,5.94,30,Female
O130947,C13549,P237736,Fashion,129.75,0.0,1,Credit Card,2024-09-18,5,East,No,129.75,7.23,38.18,44,Male
O130948,C15202,P238191,Toys,11.18,0.0,1,PayPal,2025-06-11,5,East,No,11.18,2.8,1.67,42,Female
O130949,C16952,P201415,Beauty,12.28,0.0,3,Debit Card,2024-11-29,5,West,No,36.84,6.47,10.11,44,Female
O130950,C10457,P239565,Beauty,17.57,0.0,2,COD,2025-08-30,5,North,No,35.14,3.88,11.93,21,Female
O130951,C12738,P218446,Fashion,6.43,0.0,1,Credit Card,2023-10-04,5,East,No,6.43,3.05,-0.8,41,Female
O130952,C13369,P237030,Fashion,42.22,0.05,2,PayPal,2025-08-27,5,West,No,80.22,6.48,21.6,43,Female
O130953,C15483,P234456,Fashion,217.7,0.1,2,PayPal,2024-12-31,5,East,No,391.86,9.42,127.73,48,Male
O130954,C16861,P204158,Home,65.34,0.0,1,UPI,2024-05-01,5,North,No,65.34,6.13,12.17,61,Male
O130955,C14135,P224122,Electronics,939.07,0.1,1,Credit Card,2024-09-29,4,South,No,845.16,11.0,90.42,49,Female
O130956,C17983,P241162,Grocery,2.71,0.0,1,COD,2024-04-21,4,West,No,2.71,1.24,-1.02,67,Male
O130957,C13696,P229852,Grocery,12.74,0.0,1,Wallet,2024-09-26,3,Central,No,12.74,3.11,-2.09,66,Female
O130958,C13411,P248678,Sports,28.26,0.0,1,UPI,2025-07-06,6,South,No,28.26,5.49,2.99,45,Male
O130959,C15635,P230997,Fashion,108.92,0.05,1,Credit Card,2024-06-06,4,Central,No,103.47,9.22,26.99,29,Male
O130960,C14069,P201124,Home,179.93,0.1,3,Debit Card,2024-08-26,4,Central,No,485.81,8.82,127.21,48,Female
O130961,C16251,P221672,Sports,214.53,0.2,1,Credit Card,2024-12-17,4,North,No,171.62,6.0,45.49,23,Male
O130962,C13387,P218834,Fashion,62.97,0.0,1,Credit Card,2024-08-29,5,West,No,62.97,8.35,13.69,59,Female
O130963,C13185,P246220,Beauty,30.35,0.0,1,PayPal,2025-06-02,5,North,No,30.35,4.91,8.75,51,Male
O130964,C13238,P206490,Grocery,10.9,0.0,1,COD,2025-04-04,7,East,No,10.9,4.56,-3.69,22,Female
O130965,C10260,P241746,Home,113.85,0.0,2,Credit Card,2025-06-16,5,Central,No,227.7,8.02,55.74,37,Female
O130966,C15737,P209167,Beauty,40.43,0.0,1,Debit Card,2024-07-23,4,West,No,40.43,6.94,11.25,47,Male
O130967,C11247,P204929,Grocery,12.2,0.05,1,Debit Card,2024-02-02,6,South,No,11.59,2.53,-1.6,59,Male
O130968,C13333,P204288,Fashion,32.88,0.05,2,Debit Card,2025-04-18,3,Central,No,62.47,5.61,16.25,69,Male
O130969,C13322,P219330,Sports,130.91,0.0,2,Debit Card,2025-02-04,4,Central,No,261.82,9.17,69.38,45,Male
O130970,C12573,P210391,Sports,336.82,0.0,1,Debit Card,2023-11-08,3,North,No,336.82,8.78,92.27,67,Male
O130971,C16853,P240683,Grocery,32.65,0.1,4,UPI,2025-03-02,7,West,No,117.54,7.49,1.91,57,Female
O130972,C10125,P228453,Toys,9.74,0.05,1,COD,2024-12-25,4,North,No,9.25,2.69,1.01,31,Female
O130973,C11229,P245441,Sports,58.11,0.05,1,Debit Card,2024-04-06,4,South,No,55.2,6.58,9.98,64,Female
O130974,C13211,P214263,Beauty,80.37,0.0,1,Debit Card,2025-03-11,6,East,No,80.37,6.68,29.49,21,Female
O130975,C13133,P227855,Fashion,18.03,0.0,1,Credit Card,2025-08-18,6,North,No,18.03,5.76,0.55,18,Female
O130976,C11306,P219420,Sports,23.44,0.0,1,Debit Card,2024-02-01,5,East,No,23.44,4.56,2.47,40,Male
O130977,C12101,P236843,Fashion,36.82,0.1,4,PayPal,2024-10-17,5,North,No,132.55,7.84,38.55,30,Male
O130978,C16489,P246157,Home,87.75,0.0,1,COD,2024-12-08,5,South,No,87.75,6.39,18.18,50,Other
O130979,C17691,P245227,Sports,88.05,0.05,4,Credit Card,2024-02-29,5,West,No,334.59,8.38,92.0,31,Female
O130980,C10135,P224108,Sports,13.19,0.0,1,Debit Card,2025-06-15,4,West,No,13.19,4.66,-0.7,63,Male
O130981,C12377,P203667,Home,40.43,0.0,5,COD,2023-11-01,6,East,No,202.15,8.55,48.05,35,Male
O130982,C17311,P243899,Fashion,84.78,0.0,1,COD,2024-08-08,4,South,No,84.78,7.34,22.33,19,Male
O130983,C11459,P213742,Home,68.84,0.0,2,Credit Card,2023-10-24,6,South,No,137.68,6.49,32.06,22,Female
O130984,C17449,P208796,Fashion,127.11,0.05,1,Credit Card,2024-01-22,5,North,No,120.75,7.18,35.08,67,Female
O130985,C14231,P218920,Fashion,46.36,0.0,3,Debit Card,2024-12-28,7,East,No,139.08,7.67,41.01,54,Female
O130986,C17656,P233433,Fashion,6.06,0.2,1,Credit Card,2024-04-06,5,West,No,4.85,2.77,-1.07,20,Female
O130987,C10812,P201232,Sports,386.05,0.0,1,UPI,2024-07-30,4,South,No,386.05,8.72,107.1,36,Male
O130988,C17900,P211979,Home,60.21,0.0,1,COD,2025-05-10,3,North,No,60.21,4.95,11.91,58,Male
O130989,C10851,P224311,Home,70.61,0.1,1,PayPal,2024-04-18,4,Central,No,63.55,6.0,11.79,44,Female
O130990,C11744,P232091,Grocery,32.8,0.0,1,Credit Card,2025-07-24,4,South,No,32.8,6.15,-3.53,52,Female
O130991,C11938,P222408,Sports,216.88,0.1,2,COD,2023-10-12,4,South,No,390.38,8.88,108.23,46,Female
O130992,C17568,P241311,Home,162.11,0.15,1,Credit Card,2023-11-20,4,North,No,137.79,6.31,32.27,55,Male
O130993,C10870,P209953,Home,11.35,0.0,3,Debit Card,2025-07-23,6,South,No,34.05,4.24,5.29,39,Female
O130994,C17035,P219279,Toys,2.07,0.05,1,Credit Card,2025-07-20,5,South,No,1.97,2.31,-1.52,61,Male
O130995,C15568,P230767,Electronics,113.8,0.0,1,Debit Card,2024-05-03,5,Central,No,113.8,6.47,7.19,49,Female
O130996,C10634,P222558,Sports,151.37,0.05,1,Credit Card,2024-12-14,5,East,No,143.8,7.87,35.27,55,Male
O130997,C15747,P220954,Electronics,635.5,0.05,1,PayPal,2024-04-12,5,North,No,603.72,9.16,63.29,41,Male
O130998,C10668,P207424,Electronics,132.75,0.0,5,PayPal,2025-01-27,3,Central,No,663.75,9.61,70.04,35,Male
O130999,C11293,P206362,Grocery,2.08,0.15,3,COD,2024-04-12,5,West,No,5.3,3.02,-2.6,47,Male
O131000,C13088,P222772,Home,83.28,0.3,1,Credit Card,2025-08-16,5,West,Yes,58.3,6.53,9.79,48,Male
O131001,C10268,P215839,Fashion,134.98,0.0,1,UPI,2024-02-06,5,South,No,134.98,7.78,39.46,41,Female
O131002,C10860,P204538,Toys,16.62,0.0,1,Debit Card,2024-01-31,3,North,No,16.62,4.04,2.61,47,Female
O131003,C10481,P246730,Grocery,18.38,0.1,1,Credit Card,2025-06-03,5,South,No,16.54,4.27,-2.95,65,Male
O131004,C13290,P206644,Electronics,450.66,0.0,1,COD,2024-04-02,5,West,No,450.66,9.6,44.48,21,Male
O131005,C13390,P223778,Electronics,675.7,0.0,1,COD,2025-08-05,5,South,No,675.7,8.21,72.87,68,Female
O131006,C11261,P232557,Toys,83.59,0.0,2,COD,2024-12-16,5,South,Yes,167.18,7.87,59.0,58,Female
O131007,C17712,P231488,Beauty,99.21,0.05,1,COD,2024-02-10,4,Central,No,94.25,7.73,34.68,56,Female
O131008,C12332,P204350,Grocery,11.23,0.0,1,Debit Card,2024-07-21,5,West,No,11.23,3.22,-2.32,28,Other
O131009,C17204,P200069,Sports,49.89,0.0,2,Credit Card,2025-01-10,4,West,No,99.78,4.34,25.59,25,Other
O131010,C10102,P231174,Home,214.34,0.0,1,PayPal,2024-05-22,6,South,No,214.34,8.8,51.22,27,Male
O131011,C13794,P225153,Electronics,444.09,0.0,4,Credit Card,2024-04-20,6,West,No,1776.36,13.04,200.12,55,Male
O131012,C15549,P207169,Home,211.59,0.15,1,Credit Card,2025-08-11,6,East,No,179.85,8.16,42.2,64,Female
O131013,C14887,P204084,Toys,9.01,0.0,1,PayPal,2024-04-23,5,West,No,9.01,1.17,2.43,54,Female
O131014,C15773,P213068,Fashion,48.02,0.0,1,Credit Card,2025-04-04,6,East,No,48.02,6.23,10.58,50,Female
O131015,C14334,P227026,Sports,30.14,0.1,1,COD,2023-11-17,4,South,No,27.13,5.47,2.67,60,Male
O131016,C16884,P213138,Fashion,17.19,0.0,2,Credit Card,2024-06-27,6,East,No,34.38,6.08,5.95,57,Male
O131017,C12692,P208320,Home,70.67,0.0,1,Credit Card,2024-12-30,6,West,No,70.67,6.3,13.49,27,Other
O131018,C17292,P201506,Electronics,452.89,0.0,4,UPI,2024-08-16,6,East,No,1811.56,10.87,206.52,29,Female
O131019,C15684,P212280,Home,57.81,0.0,1,Credit Card,2024-08-23,5,West,No,57.81,6.7,9.49,65,Female
O131020,C13671,P230865,Beauty,12.76,0.1,1,Debit Card,2023-10-11,6,North,No,11.48,5.24,-0.07,54,Female
O131021,C17777,P234416,Beauty,42.32,0.0,1,Credit Card,2025-04-25,4,West,No,42.32,6.59,12.45,33,Male
O131022,C10881,P224568,Home,332.0,0.0,1,Credit Card,2025-07-03,7,East,No,332.0,8.29,84.67,67,Female
O131023,C16750,P214111,Home,251.28,0.0,1,PayPal,2024-09-24,3,Central,No,251.28,8.75,61.61,49,Female
O131024,C12235,P235935,Fashion,15.05,0.0,2,UPI,2025-01-05,5,South,No,30.1,5.04,5.5,29,Male
O131025,C14983,P218932,Toys,14.04,0.0,1,Debit Card,2024-01-25,4,North,No,14.04,3.4,2.22,30,Male
O131026,C15375,P201479,Toys,25.89,0.2,1,PayPal,2024-05-27,7,West,No,20.71,5.25,3.03,25,Male
O131027,C17752,P205523,Home,173.98,0.0,1,COD,2023-11-10,7,West,No,173.98,7.86,40.85,18,Female
O131028,C13034,P232775,Home,76.57,0.05,1,UPI,2025-05-15,3,Central,No,72.74,5.92,14.45,63,Male
O131029,C15019,P216603,Beauty,16.37,0.0,4,COD,2024-12-22,4,South,No,65.48,4.83,24.64,51,Female
O131030,C14889,P208916,Beauty,24.1,0.0,1,Credit Card,2024-01-13,5,East,No,24.1,3.85,7.0,20,Male
O131031,C12577,P246757,Sports,121.43,0.0,2,Credit Card,2025-08-11,4,Central,No,242.86,8.61,64.25,56,Male
O131032,C10675,P206917,Fashion,8.75,0.0,3,UPI,2025-04-09,7,South,Yes,26.25,6.02,3.17,40,Male
O131033,C12439,P202049,Toys,22.35,0.15,1,Credit Card,2023-11-12,6,North,No,19.0,2.22,5.38,48,Male
O131034,C11681,P236553,Fashion,40.3,0.0,1,UPI,2024-09-04,3,North,No,40.3,3.66,10.44,38,Female
O131035,C15587,P207657,Home,15.1,0.05,1,COD,2024-09-30,5,West,No,14.34,4.75,-0.73,37,Male
O131036,C15945,P241730,Electronics,69.97,0.0,1,Credit Card,2024-10-22,6,East,No,69.97,8.51,-0.11,34,Male
O131037,C11276,P249891,Toys,6.37,0.05,1,UPI,2023-11-01,7,Central,No,6.05,3.73,-1.31,27,Male
