formula,categoria,descripcion,url,sintaxis,nombreFormula,idioma
MDETERM,Matemáticas y trigonometría,Devuelve el determinante matricial de una matriz.,https://support.microsoft.com/es-es/office/funci%C3%B3n-mdeterm-e7bfa857-3834-422b-b871-0ffd03717020,MDETERM(matriz),MDETERM,es-es
MEDIA.ACOTADA,Estadística,Devuelve la media del interior de un conjunto de datos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-media-acotada-d90c9878-a119-4746-88fa-63d988f511d3,"MEDIA.ACOTADA(matriz, porcentaje)",MEDIA.ACOTADA,es-es
MEDIA.ARMO,Estadística,Devuelve la media armónica.,https://support.microsoft.com/es-es/office/funci%C3%B3n-media-armo-5efd9184-fab5-42f9-b1d3-57883a1d3bc6,"MEDIA.ARMO(número1, [número2], ...)",MEDIA.ARMO,es-es
MEDIA.GEOM,Estadística,Devuelve la media geométrica.,https://support.microsoft.com/es-es/office/funci%C3%B3n-media-geom-db1ac48d-25a5-40a0-ab83-0b38980e40d5,"MEDIA.GEOM(número1, [número2], ...)",MEDIA.GEOM,es-es
MEDIANA,Estadística,Devuelve la mediana de los números dados.,https://support.microsoft.com/es-es/office/funci%C3%B3n-mediana-d0916313-4753-414c-8537-ce85bdd967d2,"MEDIANA(número1, [número2], ...)",MEDIANA,es-es
MES,Fecha y hora,Convierte un número de serie en un mes.,https://support.microsoft.com/es-es/office/mes-funci%C3%B3n-mes-579a2881-199b-48b2-ab90-ddba0eba86e8,MES(núm_de_serie),MES,es-es
MIEMBROCUBO,Cubo,Devuelve un miembro o tupla en una jerarquía de cubo. Se usa para validar la existencia del miembro o la tupla en el cubo.,https://support.microsoft.com/es-es/office/funci%C3%B3n-miembrocubo-0f6a15b9-2c18-4819-ae89-e1b5c8b398ad,MIEMBROCUBO(conexión; expresión_miembro; [título]),MIEMBROCUBO,es-es
MIEMBROKPICUBO,Cubo,"Devuelve un nombre, una propiedad y una medida del indicador clave de rendimiento (KPI) y muestra el nombre y la propiedad en la celda. Un KPI es una medida cuantificable, como los beneficios brutos mensuales o la facturación trimestral por empleado, que se usa para supervisar el rendimiento de una organización.",https://support.microsoft.com/es-es/office/funci%C3%B3n-miembrokpicubo-744608bf-2c62-42cd-b67a-a56109f4b03b,MIEMBROKPICUBO(conexión; nombre_kpi; propiedad_kpi; [título]),MIEMBROKPICUBO,es-es
MIEMBRORANGOCUBO,Cubo,"Devuelve el número indeterminado o clasificación de miembro en un conjunto. Se usa para devolver uno o más elementos de un conjunto, por ejemplo, los de mejor rendimiento o los 10 mejores alumnos.",https://support.microsoft.com/es-es/office/funci%C3%B3n-miembrorangocubo-07efecde-e669-4075-b4bf-6b40df2dc4b3,"=MIEMBRORANGOCUBO(""Ventas"",$D$4,1,""Mes principal"")",MIEMBRORANGOCUBO,es-es
MIN,Estadística,Devuelve el valor mínimo de una lista de argumentos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-min-61635d12-920f-4ce2-a70f-96f202dcc152,"MIN(número1, [número2], ...)",MIN,es-es
MIN.SI.CONJUNTO,Estadística,Devuelve el valor mínimo entre celdas especificado por un determinado conjunto de condiciones o criterios.,https://support.microsoft.com/es-es/office/min-si-conjunto-funci%C3%B3n-min-si-conjunto-6ca1ddaa-079b-4e74-80cc-72eef32e6599,MIN.SI.CONJUNTO(rango_mínimo; rango_criterios1; criterios1; [rango_criterios2; criterios2];...),MIN.SI.CONJUNTO,es-es
MINA,Estadística,"Devuelve el menor valor de una lista de argumentos, incluidos números, texto y valores lógicos.",https://support.microsoft.com/es-es/office/funci%C3%B3n-mina-245a6f46-7ca5-4dc7-ab49-805341bc31d3,"MINA(valor1, [valor2], ...)",MINA,es-es
MINUSC,Texto,Convierte texto en minúsculas.,https://support.microsoft.com/es-es/office/minusc-funci%C3%B3n-minusc-3f21df02-a80c-44b2-afaf-81358f9fdeb4,MINUSC(texto),MINUSC,es-es
MINUTO,Fecha y hora,Convierte un número de serie en un minuto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-minuto-af728df0-05c4-4b07-9eed-a84801a60589,MINUTO(núm_de_serie),MINUTO,es-es
MINVERSA,Matemáticas y trigonometría,Devuelve la matriz inversa de una matriz.,https://support.microsoft.com/es-es/office/funci%C3%B3n-minversa-11f55086-adde-4c9f-8eb9-59da2d72efc6,=MINVERSA(),MINVERSA,es-es
MMULT,Matemáticas y trigonometría,Devuelve el producto de matriz de dos matrices.,https://support.microsoft.com/es-es/office/funci%C3%B3n-mmult-40593ed7-a3cd-4b6b-b9a3-e4ad3c7245eb,=MMULT(),MMULT,es-es
MODA,Compatibilidad,Devuelve el valor más común de un conjunto de datos,https://support.microsoft.com/es-es/office/funci%C3%B3n-moda-e45192ce-9122-4980-82ed-4bdc34973120,"MODA(número1,[número2],...)",MODA,es-es
MODA.UNO,Estadística,Devuelve el valor más común de un conjunto de datos,https://support.microsoft.com/es-es/office/funci%C3%B3n-moda-uno-f1267c16-66c6-4386-959f-8fba5f8bb7f8,"MODA.UNO(número1,[número2],...)",MODA.UNO,es-es
MODA.VARIOS,Estadística,Devuelve una matriz vertical de los valores que se repiten con más frecuencia en una matriz o rango de datos.,https://support.microsoft.com/es-es/office/moda-varios-funci%C3%B3n-moda-varios-50fd9464-b2ba-4191-b57a-39446689ae8c,"MODA.VARIOS((número1,[número2],...)",MODA.VARIOS,es-es
MONEDA,Texto,Convierte un número en texto usando el formato de moneda $ (dólar).,https://support.microsoft.com/es-es/office/funci%C3%B3n-moneda-a6cd05d9-9740-4ad3-a469-8109d18ff611,"MONEDA(número, [núm_de_decimales])",MONEDA,es-es
MONEDA.DEC,Finanzas,Convierte un precio en dólares expresado como una fracción en un precio en dólares expresado como un número decimal.,https://support.microsoft.com/es-es/office/moneda-dec-funci%C3%B3n-moneda-dec-db85aab0-1677-428a-9dfd-a38476693427,"MONEDA.DEC(dolar_fraccional, fracción)",MONEDA.DEC,es-es
MONEDA.FRAC,Finanzas,Convierte un precio en dólares expresado como un número decimal en un precio en dólares expresado como una fracción.,https://support.microsoft.com/es-es/office/funci%C3%B3n-moneda-frac-0835d163-3023-4a33-9824-3042c5d4f495,"MONEDA.FRAC(dólar_decimal, fracción)",MONEDA.FRAC,es-es
MULTINOMIAL,Matemáticas y trigonometría,Devuelve el polinomio de un conjunto de números.,https://support.microsoft.com/es-es/office/funci%C3%B3n-multinomial-6fa6373c-6533-41a2-a45e-a56db1db1bf6,"MULTINOMIAL(número1, [número2], ...)",MULTINOMIAL,es-es
MULTIPLO.INFERIOR,Compatibilidad,"Redondea un número hacia abajo, hacia cero",https://support.microsoft.com/es-es/office/funci%C3%B3n-multiplo-inferior-14bb497c-24f2-4e04-b327-b0b4de5a8886,"MULTIPLO.INFERIOR(número, cifra_significativa)",MULTIPLO.INFERIOR,es-es
MULTIPLO.INFERIOR.EXACTO,Matemáticas y trigonometría,"Redondea un número al entero mayor más cercano o al múltiplo más cercano de la cifra significativa. Independientemente del signo del número, el número se redondea hacia arriba.",https://support.microsoft.com/es-es/office/funci%C3%B3n-multiplo-inferior-exacto-f769b468-1452-4617-8dc3-02f842a0702e,"MULTIPLO.INFERIOR.EXACTO(número, [cifra_significativa])",MULTIPLO.INFERIOR.EXACTO,es-es
MULTIPLO.INFERIOR.MAT,Matemáticas y trigonometría,"Redondea un número hacia abajo, al entero más cercano o al múltiplo más cercano de la cifra significativa.",https://support.microsoft.com/es-es/office/multiplo-inferior-mat-funci%C3%B3n-multiplo-inferior-mat-c302b599-fbdb-4177-ba19-2c2b1249a2f5,"MULTIPLO.INFERIOR.MAT(número, cifra_significativa, modo)",MULTIPLO.INFERIOR.MAT,es-es
MULTIPLO.SUPERIOR,Compatibilidad,Redondea un número al entero más próximo o al múltiplo significativo más cercano.,https://support.microsoft.com/es-es/office/ceiling-funci%C3%B3n-ceiling-0a5cd7c8-0720-4f0a-bd2c-c943e510899f,MULTIPLO.SUPERIOR(número; cifra_significativa),CEILING,es-es
MULTIPLO.SUPERIOR.EXACTO,Matemáticas y trigonometría,"Redondea un número al entero mayor más cercano o al múltiplo más cercano de la cifra significativa. Independientemente del signo del número, el número se redondea hacia arriba.",https://support.microsoft.com/es-es/office/funci%C3%B3n-multiplo-superior-exacto-f366a774-527a-4c92-ba49-af0a196e66cb,MULTIPLO.SUPERIOR.EXACTO(número; [cifra_significativa]),MULTIPLO.SUPERIOR.EXACTO,es-es
MULTIPLO.SUPERIOR.ISO,Matemáticas y trigonometría,Devuelve un número redondeado al entero más cercano o al múltiplo más cercano de la cifra significativa.,https://support.microsoft.com/es-es/office/multiplo-superior-iso-funci%C3%B3n-multiplo-superior-iso-e587bb73-6cc2-4113-b664-ff5b09859a83,"MULTIPLO.SUPERIOR.ISO(número, [cifra_significativa])",MULTIPLO.SUPERIOR.ISO,es-es
MULTIPLO.SUPERIOR.MAT,Matemáticas y trigonometría,Redondea un número hacia arriba al entero mayor más cercano o al múltiplo más cercano de la cifra significativa.,https://support.microsoft.com/es-es/office/multiplo-superior-mat-funci%C3%B3n-multiplo-superior-mat-80f95d2f-b499-4eee-9f16-f795a8e306c8,"CEILING.MATH(número, [cifra_significativa], [moda])",MULTIPLO.SUPERIOR.MAT,es-es
N,Información,Devuelve un valor convertido en un número,https://support.microsoft.com/es-es/office/funci%C3%B3n-n-a624cad1-3635-4208-b54a-29733d1278c9,N(valor),N,es-es
NEGBINOM.DIST,Estadística,Devuelve la distribución binomial negativa.,https://support.microsoft.com/es-es/office/funci%C3%B3n-negbinom-dist-c8239f89-c2d0-45bd-b6af-172e570f8599,"NEGBINOM.DIST(núm_fracasos,núm_éxitos,prob_éxito,acumulado)",NEGBINOM.DIST,es-es
NEGBINOMDIST,Compatibilidad,Devuelve la distribución binomial negativa.,https://support.microsoft.com/es-es/office/funci%C3%B3n-negbinomdist-f59b0a37-bae2-408d-b115-a315609ba714,"NEGBINOMDIST(núm_fracasos,núm_éxitos,prob_éxito)",NEGBINOMDIST,es-es
NO,Lógica,Invierte la lógica de su argumento.,https://support.microsoft.com/es-es/office/funci%C3%B3n-no-9cfc6011-a054-40c7-a140-cd4ba2d87d77,=NO(A2>100),NO,es-es
NOD,Información,Devuelve el valor de error #N/A.,https://support.microsoft.com/es-es/office/nd-funci%C3%B3n-nd-5469c2d1-a90c-4fb5-9bbc-64bd9bb6b47c,=ND(),ND,es-es
NOMPROPIO,Texto,Pone en mayúscula la primera letra de cada palabra de un valor de texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-nompropio-52a5a283-e8b2-49be-8506-b2887b889f94,NOMPROPIO(texto),NOMPROPIO,es-es
NORMALIZACION,Estadística,Devuelve un valor normalizado,https://support.microsoft.com/es-es/office/funci%C3%B3n-normalizacion-81d66554-2d54-40ec-ba83-6437108ee775,"NORMALIZACION(x, media, desv_estándar)",NORMALIZACION,es-es
NPER,Finanzas,Devuelve el número de períodos de una inversión.,https://support.microsoft.com/es-es/office/funci%C3%B3n-nper-240535b5-6653-4d2d-bfcf-b6a38151d815,"NPER(tasa,pago,va,[vf],[tipo])",NPER,es-es
NSHORA,Fecha y hora,Devuelve el número de serie de una hora determinada.,https://support.microsoft.com/es-es/office/hora-funci%C3%B3n-hora-9a5aff99-8f7d-4611-845e-747d0b8d5457,"HORA(hora, minuto, segundo)",HORA,es-es
NUM.DE.SEMANA,Fecha y hora,Convierte un número de serie en un número que indica dónde cae numéricamente la semana en un año.,https://support.microsoft.com/es-es/office/funci%C3%B3n-num-de-semana-e5c43a03-b4ab-426c-b411-b18c13c75340,"NUM.DE.SEMANA(núm_de_serie,[tipo_de_devolución])",NUM.DE.SEMANA,es-es
NUMERO.ARABE,Matemáticas y trigonometría,"Convierte un número romano en arábigo, como un número.",https://support.microsoft.com/es-es/office/numero-arabe-funci%C3%B3n-numero-arabe-9a8da418-c17b-4ef9-a657-9370a30a674f,NUMERO.ARABE( texto ),NUMERO.ARABE,es-es
NUMERO.ROMANO,Matemáticas y trigonometría,Convierte un número arábigo en número romano con formato de texto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-numero-romano-d6b0b99e-de46-4704-a518-b45a0f8b56f5,"NUMERO.ROMANO(número, [forma])",NUMERO.ROMANO,es-es
O,Lógica,Devuelve TRUE si algún argumento es TRUE.,https://support.microsoft.com/es-es/office/o-funci%C3%B3n-o-7d17ad14-8700-4281-b308-00b131e22af0,"=O(A2>1,A2<100)",O,es-es
OCT.A.BIN,Ingeniería,Convierte un número octal en binario.,https://support.microsoft.com/es-es/office/funci%C3%B3n-oct-a-bin-55383471-3c56-4d27-9522-1a8ec646c589,"OCT.A.BIN(número, [posiciones])",OCT.A.BIN,es-es
OCT.A.DEC,Ingeniería,Convierte un número octal en decimal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-oct-a-dec-87606014-cb98-44b2-8dbb-e48f8ced1554,OCT.A.DEC(número),OCT.A.DEC,es-es
OCT.A.HEX,Ingeniería,Convierte un número octal en hexadecimal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-oct-a-hex-912175b4-d497-41b4-a029-221f051b858f,"OCT.A.HEX(número, [posiciones])",OCT.A.HEX,es-es
ORDENAR,Búsqueda y referencia,Ordena el contenido de un rango o matriz.,https://support.microsoft.com/es-es/office/funci%C3%B3n-ordenar-22f63bd0-ccc8-492f-953d-c20e8e44b86c,=ORDENAR(),ORDENAR,es-es
ORDENARPOR,Búsqueda y referencia,Ordena el contenido de un rango o matriz en función de los valores de un rango o matriz correspondiente.,https://support.microsoft.com/es-es/office/funci%C3%B3n-ordenarpor-cd2d7a62-1b93-435c-b561-d6a35134f28f,=ORDENARPOR(),ORDENARPOR,es-es
P.DURACION,Finanzas,Devuelve el número de períodos que requiere una inversión para alcanzar un valor especificado.,https://support.microsoft.com/es-es/office/p-duracion-funci%C3%B3n-p-duracion-44f33460-5be5-4c90-b857-22308892adaf,"P.DURACION(tasa, va, vf)",P.DURACION,es-es
PAGO,Finanzas,Devuelve el pago periódico de una anualidad.,https://support.microsoft.com/es-es/office/funci%C3%B3n-pago-0214da64-9a63-4996-bc20-214433fa6441,"PAGO(tasa,nper,va,vf,tipo)",PAGO,es-es
PAGO.INT.ENTRE,Finanzas,Devuelve el interés acumulativo pagado entre dos períodos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-pago-int-entre-61067bb0-9016-427d-b95b-1a752af0e606,PAGO.INT.ENTRE(tasa; núm_per; vp; per_inicial; per_final; tipo),PAGO.INT.ENTRE,es-es
PAGO.PRINC.ENTRE,Finanzas,Devuelve la cantidad acumulada de capital pagado de un préstamo entre dos períodos.,https://support.microsoft.com/es-es/office/funci%C3%B3n-pago-princ-entre-94a4516d-bd65-41a1-bc16-053a6af4c04d,PAGO.PRINC.ENTRE(tasa; núm_per; vp; per_inicial; per_final; tipo),PAGO.PRINC.ENTRE,es-es
PAGOINT,Finanzas,Devuelve el pago de intereses de una inversión durante un período determinado,https://support.microsoft.com/es-es/office/funci%C3%B3n-pagoint-5cce0ad6-8402-4a41-8d29-61a0b054cb6f,"PAGOINT(tasa, período, nper, va, [vf], [tipo])",PAGOINT,es-es
PAGOPRIN,Finanzas,Devuelve el pago del capital de una inversión durante un período determinado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-pagoprin-c370d9e3-7749-4ca4-beea-b06c6ac95e1b,"PAGOPRIN(tasa, período, nper, va, [vf], [tipo])",PAGOPRIN,es-es
PEARSON,Estadística,Devuelve el coeficiente de momento de correlación del producto Pearson.,https://support.microsoft.com/es-es/office/funci%C3%B3n-pearson-0c3e30fc-e5af-49c4-808a-3ef66e034c18,"PEARSON(matriz1, matriz2)",PEARSON,es-es
PENDIENTE,Estadística,Devuelve la pendiente de la línea de regresión lineal.,https://support.microsoft.com/es-es/office/funci%C3%B3n-pendiente-11fb8f97-3117-4813-98aa-61d7e01276b9,"PENDIENTE(conocido_y, conocido_x)",PENDIENTE,es-es
PERCENTIL,Compatibilidad,Devuelve el k-ésimo percentil de los valores de un intervalo,https://support.microsoft.com/es-es/office/funci%C3%B3n-percentil-91b43a53-543c-4708-93de-d626debdddca,=PERCENTIL(),PERCENTIL,es-es
PERCENTIL.EXC,Estadística,"Devuelve el k-ésimo percentil de los valores en un intervalo, donde k está en el intervalo de 0 a 1, exclusivo.",https://support.microsoft.com/es-es/office/funci%C3%B3n-percentil-exc-bbaa7204-e9e1-4010-85bf-c31dc5dce4ba,=PERCENTIL.EXC(),PERCENTIL.EXC,es-es
PERCENTIL.INC,Estadística,Devuelve el k-ésimo percentil de los valores de un intervalo,https://support.microsoft.com/es-es/office/funci%C3%B3n-percentil-inc-680f9539-45eb-410b-9a5e-c1355e5fe2ed,PERCENTIL.INC(matriz;k),PERCENTIL.INC,es-es
PERMUTACIONES,Estadística,Devuelve el número de permutaciones para un número de objetos determinado.,https://support.microsoft.com/es-es/office/funci%C3%B3n-permutaciones-3bd1cb9a-2880-41ab-a197-f246a7a602d3,"PERMUTACIONES(número, tamaño)",PERMUTACIONES,es-es
PERMUTACIONES.A,Estadística,Devuelve el número de permutaciones para un número de objetos determinado (con repeticiones) que se pueden seleccionar entre los objetos totales.,https://support.microsoft.com/es-es/office/permutaciones-a-funci%C3%B3n-permutaciones-a-6c7d7fdc-d657-44e6-aa19-2857b25cae4e,"PERMUTACIONES.A(número, tamaño)",PERMUTACIONES.A,es-es
PI,Matemáticas y trigonometría,Devuelve el valor de pi.,https://support.microsoft.com/es-es/office/funci%C3%B3n-pi-264199d0-a3ba-46b8-975a-c4a04608989b,=PI(),PI,es-es
POISSON,Compatibilidad,Devuelve la distribución de Poisson,https://support.microsoft.com/es-es/office/funci%C3%B3n-poisson-d81f7294-9d7c-4f75-bc23-80aa8624173a,"POISSON(x,media,acumulado)",POISSON,es-es
POISSON.DIST,Estadística,Devuelve la distribución de Poisson,https://support.microsoft.com/es-es/office/funci%C3%B3n-poisson-dist-8fe148ff-39a2-46cb-abf3-7772695d9636,"POISSON.DIST(x,media,acumulado)",POISSON.DIST,es-es
POTENCIA,Matemáticas y trigonometría,Devuelve el resultado de elevar un número a una potencia,https://support.microsoft.com/es-es/office/funci%C3%B3n-potencia-d3f2908b-56f4-4c3f-895a-07fb519c362a,"POTENCIA(número, potencia)",POTENCIA,es-es
PRECIO,Finanzas,$ del valor nominal de un valor bursátil que paga una tasa de interés periódica.,https://support.microsoft.com/es-es/office/precio-funci%C3%B3n-precio-3ea9deac-8dfa-436f-a7c8-17ea02c21b0a,"PRECIO(liquidación, vencimiento, tasa, rdto, amortización, frecuencia, [base])",PRECIO,es-es
PRECIO.DESCUENTO,Finanzas,$ del valor nominal de un valor bursátil con descuento.,https://support.microsoft.com/es-es/office/funci%C3%B3n-precio-descuento-d06ad7c1-380e-4be7-9fd9-75e3079acfd3,"PRECIO.DESCUENTO(liquidación, vencimiento, descuento, amortización, [base])",PRECIO.DESCUENTO,es-es
PRECIO.PER.IRREGULAR.1,Finanzas,$ del valor nominal de un valor bursátil con un período inicial impar.,https://support.microsoft.com/es-es/office/funci%C3%B3n-precio-per-irregular-1-d7d664a8-34df-4233-8d2b-922bcf6a69e1,"PRECIO.PER.IRREGULAR.1(liquidación, vencimiento, emisión, primer_cupón, tasa, rdto, amortización, frecuencia, [base])",PRECIO.PER.IRREGULAR.1,es-es
PRECIO.PER.IRREGULAR.2,Finanzas,$ del valor nominal de un valor bursátil con un período final impar.,https://support.microsoft.com/es-es/office/precio-per-irregular-2-funci%C3%B3n-precio-per-irregular-2-fb657749-d200-4902-afaf-ed5445027fc4,"PRECIO.PER.IRREGULAR.2(liquidación, vencimiento, último_interés, tasa, rdto, amortización, frecuencia, [base])",PRECIO.PER.IRREGULAR.2,es-es
PRECIO.VENCIMIENTO,Finanzas,Devuelve el precio por cada 100$ del valor nominal de un valor bursátil que genera intereses al vencimiento.,https://support.microsoft.com/es-es/office/funci%C3%B3n-precio-vencimiento-52c3b4da-bc7e-476a-989f-a95f675cae77,"PRECIO.VENCIMIENTO(liquidación, vencimiento, emisión, tasa, rdto, [base])",PRECIO.VENCIMIENTO,es-es
PROBABILIDAD,Estadística,Devuelve la probabilidad de que los valores de un intervalo se encuentren entre dos límites.,https://support.microsoft.com/es-es/office/funci%C3%B3n-probabilidad-9ac30561-c81c-4259-8253-34f0a238fc49,"PROBABILIDAD(rango_x, rango_probabilidad, [límite_inf], [límite_sup])",PROBABILIDAD,es-es
PRODUCTO,Matemáticas y trigonometría,Multiplica sus argumentos.,https://support.microsoft.com/es-es/office/producto-funci%C3%B3n-producto-8e6b5b24-90ee-4650-aeec-80982a0512ce,"PRODUCTO(número1, [número2], ...)",PRODUCTO,es-es
PROMEDIO,Estadística,Devuelve el promedio de sus argumentos.,https://support.microsoft.com/es-es/office/promedio-funci%C3%B3n-promedio-047bac88-d466-426c-a32b-8f33eb960cf6,PROMEDIO(número1; [número2]; ...),PROMEDIO,es-es
PROMEDIO.SI,Estadística,Devuelve el promedio (media aritmética) de todas las celdas de un intervalo que cumplan unos criterios dados.,https://support.microsoft.com/es-es/office/funci%C3%B3n-promedio-si-faec8e2e-0dec-4308-af69-f5576d8ac642,PROMEDIO.SI(rango; criterios; [rango_promedio]),PROMEDIO.SI,es-es
PROMEDIO.SI.CONJUNTO,Estadística,Devuelve el promedio (media aritmética) de todas las celdas que cumplen varios criterios.,https://support.microsoft.com/es-es/office/funci%C3%B3n-promedio-si-conjunto-48910c45-1fc0-4389-a028-f7c5c3001690,PROMEDIO.SI.CONJUNTO(rango_promedio; rango_criterio1; criterio1; [rango_criterio2; criterio2]; ...),PROMEDIO.SI.CONJUNTO,es-es
PROMEDIOA,Estadística,"Devuelve el promedio de sus argumentos, incluidos números, texto y valores lógicos.",https://support.microsoft.com/es-es/office/funci%C3%B3n-promedioa-f5f84098-d453-4f4c-bbba-3d2c66356091,PROMEDIOA(valor1; [valor2]; ...),PROMEDIOA,es-es
PRONOSTICO,Estadística,Devuelve un valor en una tendencia lineal,https://support.microsoft.com/es-es/office/previsi%C3%B3n-y-previsi%C3%B3n-funciones-lineales-50ca49c9-7b40-4892-94e4-7ad38bbeda99,"PRONOSTICO.LINEAL(x, conocido_y, conocido_x)",PREVISIÓN,es-es
PROPIEDADMIEMBROCUBO,Cubo,Devuelve el valor de una propiedad de miembro del cubo. Se usa para validar la existencia de un nombre de miembro en el cubo y para devolver la propiedad especificada para este miembro.,https://support.microsoft.com/es-es/office/propiedadmiembrocubo-funci%C3%B3n-propiedadmiembrocubo-001e57d6-b35a-49e5-abcd-05ff599e8951,PROPIEDADMIEMBROCUBO(conexión; expresión_miembro; propiedad),PROPIEDADMIEMBROCUBO,es-es
PRUEBA.CHI,Compatibilidad,Devuelve la prueba de independencia,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-chi-981ff871-b694-4134-848e-38ec704577ac,PRUEBA.CHI(rango_real;rango_esperado),PRUEBA.CHI,es-es
PRUEBA.CHI.INV,Compatibilidad,"Devuelve el inverso de una probabilidad dada, de una sola cola, en una distribución chi cuadrada",https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-chi-inv-cfbea3f6-6e4f-40c9-a87f-20472e0512af,PRUEBA.CHI.INV(probabilidad;grados_de_libertad),PRUEBA.CHI.INV,es-es
PRUEBA.CHICUAD,Estadística,Devuelve la prueba de independencia,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-chicuad-2e8a7861-b14a-4985-aa93-fb88de3f260f,PRUEBA.CHICUAD(rango_real;rango_esperado),PRUEBA.CHICUAD,es-es
PRUEBA.F,Compatibilidad,F,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-f-4c9e1202-53fe-428c-a737-976f6fc3f9fd,"PRUEBA.F(matriz1,matriz2)",PRUEBA.F,es-es
PRUEBA.F.N,Estadística,F,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-f-100a59e7-4108-46f8-8443-78ffacb6c0a7,"PRUEBA.F.N(matriz1,matriz2)",PRUEBA.F,es-es
PRUEBA.FISHER.INV,Estadística,Devuelve la función inversa de la transformación Fisher.,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-fisher-inv-62504b39-415a-4284-a285-19c8e82f86bb,PRUEBA.FISHER.INV(y),PRUEBA.FISHER.INV,es-es
PRUEBA.T,Compatibilidad,Devuelve la probabilidad asociada con la prueba t de Student.,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-t-1696ffc1-4811-40fd-9d13-a0eaad83c7ae,"PRUEBA.T(matriz1,matriz2,colas,tipo)",PRUEBA.T,es-es
PRUEBA.T.N,Estadística,Devuelve la probabilidad asociada con la prueba t de Student.,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-t-d4e08ec3-c545-485f-962e-276f7cbed055,"PRUEBA.T.N(matriz1,matriz2,colas,tipo)",PRUEBA.T,es-es
PRUEBA.Z,Compatibilidad,z,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-z-8f33be8a-6bd6-4ecc-8e3a-d9a4420c4a6a,"PRUEBA.Z(matriz,x,[sigma])",PRUEBA.Z,es-es
PRUEBA.Z.N,Estadística,z,https://support.microsoft.com/es-es/office/funci%C3%B3n-prueba-z-d633d5a3-2031-4614-a016-92180ad82bee,"PRUEBA.Z.N(matriz,x,[sigma])",PRUEBA.Z,es-es
RADIANES,Matemáticas y trigonometría,Convierte grados en radianes.,https://support.microsoft.com/es-es/office/funci%C3%B3n-radianes-ac409508-3d48-45f5-ac02-1497c92de5bf,RADIANES(ángulo),RADIANES,es-es
RAIZ,Matemáticas y trigonometría,Devuelve una raíz cuadrada positiva.,https://support.microsoft.com/es-es/office/raiz-funci%C3%B3n-raiz-654975c2-05c4-4831-9a24-2c65e4040fdf,RAIZ(número),RAIZ,es-es
RAIZ2PI,Matemáticas y trigonometría,Devuelve la raíz cuadrada de un número multiplicado por pi (número * pi).,https://support.microsoft.com/es-es/office/funci%C3%B3n-raiz2pi-1fb4e63f-9b51-46d6-ad68-b3e7a8b519b4,RAIZ2PI(número),RAIZ2PI,es-es
RANGO.PERCENTIL,Compatibilidad,Devuelve el rango porcentual del valor de un conjunto de datos,https://support.microsoft.com/es-es/office/funci%C3%B3n-rango-percentil-f1b5836c-9619-4847-9fc9-080ec9024442,"RANGO.PERCENTIL(matriz,x,[cifra_significativa])",RANGO.PERCENTIL,es-es
RANGO.PERCENTIL.EXC,Estadística,"Devuelve el rango de un valor en un conjunto de datos como un porcentaje (de 0 a 1, ambos no incluidos) del conjunto de datos.",https://support.microsoft.com/es-es/office/funci%C3%B3n-rango-percentil-exc-d8afee96-b7e2-4a2f-8c01-8fcdedaa6314,"RANGO.PERCENTIL.EXC(matriz,x,[cifra_significativa])",RANGO.PERCENTIL.EXC,es-es
RANGO.PERCENTIL.INC,Estadística,Devuelve el rango porcentual del valor de un conjunto de datos,https://support.microsoft.com/es-es/office/funci%C3%B3n-rango-percentil-inc-149592c9-00c0-49ba-86c1-c1f45b80463a,"RANGO.PERCENTIL.INC(matriz,x,[cifra_significativa])",RANGO.PERCENTIL.INC,es-es
RDTR,Búsqueda y referencia,Recupera los datos en tiempo real de un programa compatible con automatizaciones COM.,https://support.microsoft.com/es-es/office/rdtr-funci%C3%B3n-rdtr-e0cc001a-56f0-470a-9b19-9455dc0eb593,"RDTR(progID, servidor, tema1, [tema2], ...)",RDTR,es-es
RECUENTOCONJUNTOCUBO,Cubo,Devuelve el número de elementos de un conjunto.,https://support.microsoft.com/es-es/office/funci%C3%B3n-recuentoconjuntocubo-c4c2a438-c1ff-4061-80fe-982f2d705286,RECUENTOCONJUNTOCUBO(conjunto),RECUENTOCONJUNTOCUBO,es-es
