formula,categoria,descripcion,url,sintaxis,nombreFormula,idioma
RECEIVED,Financial,Returns the amount received at maturity for a fully invested security,https://support.microsoft.com/en-us/office/received-function-7a3f8b93-6611-4f81-8576-828312c9b5e5,"RECEIVED(settlement, maturity, investment, discount, [basis])",RECEIVED,en-us
REDUCE,Logical,to each value and returning the total value in the accumulator,https://support.microsoft.com/en-us/office/reduce-function-42e39910-b345-45f3-84b8-0642b568b7cb,"=REDUCE([initial_value], array, lambda(accumulator, value, body))",REDUCE,en-us
REGISTER.ID,Add-in and Automation,Returns the register ID of the specified dynamic link library (DLL) or code resource that has been previously registered,https://support.microsoft.com/en-us/office/register-id-function-f8f0af0f-fd66-4704-a0f2-87b27b175b50,"REGISTER.ID(module_text,procedure,[type_text])",REGISTER.ID,en-us
"REPLACE, REPLACEB S",Text,Replaces characters within text,https://support.microsoft.com/en-us/office/replace-replaceb-functions-8d799074-2425-4a8a-84bc-82472868878a,"REPLACE(old_text, start_num, num_chars, new_text)","REPLACE,",en-us
REPT,Text,Repeats text a given number of times,https://support.microsoft.com/en-us/office/rept-function-04c4d778-e712-43b4-9c15-d656582bb061,"REPT(text, number_times)",REPT,en-us
"RIGHT, RIGHTB S",Text,Returns the rightmost characters from a text value,https://support.microsoft.com/en-us/office/right-rightb-functions-240267ee-9afa-4639-a02b-f19e1786cf2f,"RIGHT(text,[num_chars])","RIGHT,",en-us
ROMAN,Math and trigonometry,"Converts an arabic numeral to roman, as text",https://support.microsoft.com/en-us/office/roman-function-d6b0b99e-de46-4704-a518-b45a0f8b56f5,"ROMAN(number, [form])",ROMAN,en-us
ROUND,Math and trigonometry,Rounds a number to a specified number of digits,https://support.microsoft.com/en-us/office/round-function-c018c5d8-40fb-4053-90b1-b3e7f61a213c,"=ROUND(A1, 2)",ROUND,en-us
ROUNDDOWN,Math and trigonometry,"Rounds a number down, toward zero",https://support.microsoft.com/en-us/office/rounddown-function-2ec94c73-241f-4b01-8c6f-17e6d7968f53,"ROUNDDOWN(number, num_digits)",ROUNDDOWN,en-us
ROUNDUP,Math and trigonometry,"Rounds a number up, away from zero",https://support.microsoft.com/en-us/office/roundup-function-f8bc9b23-e795-47db-8703-db171d0c42a7,"ROUNDUP(number, num_digits)",ROUNDUP,en-us
ROW,Lookup and reference,Returns the row number of a reference,https://support.microsoft.com/en-us/office/row-function-3a63b74a-c4d0-4093-b49a-e76eb49a6d8d,ROW([reference]),ROW,en-us
ROWS,Lookup and reference,Returns the number of rows in a reference,https://support.microsoft.com/en-us/office/rows-function-b592593e-3fc2-47f2-bec1-bda493811597,ROWS(array),ROWS,en-us
RRI,Financial,Returns an equivalent interest rate for the growth of an investment,https://support.microsoft.com/en-us/office/rri-function-6f5822d8-7ef1-4233-944c-79e8172930f4,"RRI(nper, pv, fv)",RRI,en-us
RSQ,Statistical,Returns the square of the Pearson product moment correlation coefficient,https://support.microsoft.com/en-us/office/rsq-function-d7161715-250d-4a01-b80d-a8364f2be08f,"RSQ(known_y's,known_x's)",RSQ,en-us
RTD,Lookup and reference,Retrieves real-time data from a program that supports COM automation,https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593,"RTD(ProgID, server, topic1, [topic2], ...)",RTD,en-us
SCAN,Logical,to each value and returns an array that has each intermediate value,https://support.microsoft.com/en-us/office/scan-function-d58dfd11-9969-4439-b2dc-e7062724de29,"=SCAN ([initial_value], array, lambda(accumulator, value, body))",SCAN,en-us
"SEARCH, SEARCHB S",Text,Finds one text value within another (not case-sensitive),https://support.microsoft.com/en-us/office/search-searchb-functions-9ab04538-0e55-4719-a72e-b6f54513b495,"=SEARCH(""n"",""printer"")","SEARCH,",en-us
SEC,Math and trigonometry,Returns the secant of an angle,https://support.microsoft.com/en-us/office/sec-function-ff224717-9c87-4170-9b58-d069ced6d5f7,SEC(number),SEC,en-us
SECH,Math and trigonometry,Returns the hyperbolic secant of an angle,https://support.microsoft.com/en-us/office/sech-function-e05a789f-5ff7-4d7f-984a-5edb9b09556f,SECH(number),SECH,en-us
SECOND,Date and time,Converts a serial number to a second,https://support.microsoft.com/en-us/office/second-function-740d1cfc-553c-4099-b668-80eaa24e8af1,SECOND(serial_number),SECOND,en-us
SEQUENCE,Math and trigonometry,"Generates a list of sequential numbers in an array, such as 1, 2, 3, 4",https://support.microsoft.com/en-us/office/sequence-function-57467a98-57e0-4817-9f14-2eb78519ca90,=SEQUENCE(),SEQUENCE,en-us
SERIESSUM,Math and trigonometry,Returns the sum of a power series based on the formula,https://support.microsoft.com/en-us/office/seriessum-function-a3ab25b5-1093-4f5b-b084-96c49087f637,"SERIESSUM(x, n, m, coefficients)",SERIESSUM,en-us
SHEET,Information,Returns the sheet number of the referenced sheet,https://support.microsoft.com/en-us/office/sheet-function-44718b6f-8b87-47a1-a9d6-b701c06cff24,SHEET(value),SHEET,en-us
SHEETS,Information,Returns the number of sheets in a reference,https://support.microsoft.com/en-us/office/sheets-function-770515eb-e1e8-45ce-8066-b557e5e4b80b,SHEETS(reference),SHEETS,en-us
SIGN,Math and trigonometry,Returns the sign of a number,https://support.microsoft.com/en-us/office/sign-function-109c932d-fcdc-4023-91f1-2dd0e916a1d8,SIGN(number),SIGN,en-us
SIN,Math and trigonometry,Returns the sine of the given angle,https://support.microsoft.com/en-us/office/sin-function-cf0e3432-8b9e-483c-bc55-a76651c95602,SIN(number),SIN,en-us
SINH,Math and trigonometry,Returns the hyperbolic sine of a number,https://support.microsoft.com/en-us/office/sinh-function-1e4e8b9f-2b65-43fc-ab8a-0a37f4081fa7,SINH(number),SINH,en-us
SKEW,Statistical,Returns the skewness of a distribution,https://support.microsoft.com/en-us/office/skew-function-bdf49d86-b1ef-4804-a046-28eaea69c9fa,"SKEW(number1, [number2], ...)",SKEW,en-us
SKEW.P,Statistical,Returns the skewness of a distribution based on a population: a characterization of the degree of asymmetry of a distribution around its mean,https://support.microsoft.com/en-us/office/skew-p-function-76530a5c-99b9-48a1-8392-26632d542fcb,"SKEW.P(number 1, [number 2],…)",SKEW.P,en-us
SLN,Financial,Returns the straight-line depreciation of an asset for one period,https://support.microsoft.com/en-us/office/sln-function-cdb666e5-c1c6-40a7-806a-e695edc2f1c8,"SLN(cost, salvage, life)",SLN,en-us
SLOPE,Statistical,Returns the slope of the linear regression line,https://support.microsoft.com/en-us/office/slope-function-11fb8f97-3117-4813-98aa-61d7e01276b9,"SLOPE(known_y's, known_x's)",SLOPE,en-us
SMALL,Statistical,Returns the k-th smallest value in a data set,https://support.microsoft.com/en-us/office/small-function-17da8222-7c82-42b2-961b-14c45384df07,"SMALL(array, k)",SMALL,en-us
SORT,Lookup and reference,Sorts the contents of a range or array,https://support.microsoft.com/en-us/office/sort-function-22f63bd0-ccc8-492f-953d-c20e8e44b86c,=SORT(),SORT,en-us
SORTBY,Lookup and reference,Sorts the contents of a range or array based on the values in a corresponding range or array,https://support.microsoft.com/en-us/office/sortby-function-cd2d7a62-1b93-435c-b561-d6a35134f28f,=SORTBY(),SORTBY,en-us
SQRT,Math and trigonometry,Returns a positive square root,https://support.microsoft.com/en-us/office/sqrt-function-654975c2-05c4-4831-9a24-2c65e4040fdf,SQRT(number),SQRT,en-us
SQRTPI,Math and trigonometry,Returns the square root of (number * pi),https://support.microsoft.com/en-us/office/sqrtpi-function-1fb4e63f-9b51-46d6-ad68-b3e7a8b519b4,SQRTPI(number),SQRTPI,en-us
STANDARDIZE,Statistical,Returns a normalized value,https://support.microsoft.com/en-us/office/standardize-function-81d66554-2d54-40ec-ba83-6437108ee775,"STANDARDIZE(x, mean, standard_dev)",STANDARDIZE,en-us
STOCKHISTORY,Financial,Retrieves historical data about a financial instrument,https://support.microsoft.com/en-us/office/stockhistory-function-1ac8b5b3-5f62-4d94-8ab8-7504ec7239a8,=STOCKHISTORY(),STOCKHISTORY,en-us
STDEV,Compatibility,Estimates standard deviation based on a sample,https://support.microsoft.com/en-us/office/stdev-function-51fecaaa-231e-4bbb-9230-33650a72c9b0,"STDEV(number1,[number2],...)",STDEV,en-us
STDEV.P,Statistical,Calculates standard deviation based on the entire population,https://support.microsoft.com/en-us/office/stdev-p-function-6e917c05-31a0-496f-ade7-4f4e7462f285,"STDEV.P(number1,[number2],...)",STDEV.P,en-us
STDEV.S,Statistical,Estimates standard deviation based on a sample,https://support.microsoft.com/en-us/office/stdev-s-function-7d69cf97-0c1f-4acf-be27-f3e83904cc23,"STDEV.S(number1,[number2],...)",STDEV.S,en-us
STDEVA,Statistical,"Estimates standard deviation based on a sample, including numbers, text, and logical values",https://support.microsoft.com/en-us/office/stdeva-function-5ff38888-7ea5-48de-9a6d-11ed73b29e9d,"STDEVA(value1, [value2], ...)",STDEVA,en-us
STDEVP,Compatibility,Calculates standard deviation based on the entire population,https://support.microsoft.com/en-us/office/stdevp-function-1f7c1c88-1bec-4422-8242-e9f7dc8bb195,"STDEVP(number1,[number2],...)",STDEVP,en-us
STDEVPA,Statistical,"Calculates standard deviation based on the entire population, including numbers, text, and logical values",https://support.microsoft.com/en-us/office/stdevpa-function-5578d4d6-455a-4308-9991-d405afe2c28c,"STDEVPA(value1, [value2], ...)",STDEVPA,en-us
STEYX,Statistical,Returns the standard error of the predicted y-value for each x in the regression,https://support.microsoft.com/en-us/office/steyx-function-6ce74b2c-449d-4a6e-b9ac-f9cef5ba48ab,"STEYX(known_y's, known_x's)",STEYX,en-us
SUBSTITUTE,Text,Substitutes new text for old text in a text string,https://support.microsoft.com/en-us/office/substitute-function-6434944e-a904-4336-a9b0-1e58df3bc332,"SUBSTITUTE(text, old_text, new_text, [instance_num])",SUBSTITUTE,en-us
SUBTOTAL,Math and trigonometry,Returns a subtotal in a list or database,https://support.microsoft.com/en-us/office/subtotal-function-7b027003-f060-4ade-9040-e478765b9939,"SUBTOTAL(function_num,ref1,[ref2],...)",SUBTOTAL,en-us
SUM,Math and trigonometry,Adds its arguments,https://support.microsoft.com/en-us/office/sum-function-043e1c7d-7726-4e80-8f32-07b23e057f89,=SUM(),SUM,en-us
SUMIF,Math and trigonometry,Adds the cells specified by a given criteria,https://support.microsoft.com/en-us/office/sumif-function-169b8c99-c05c-4483-a712-1697a653039b,"SUMIF(range, criteria, [sum_range])",SUMIF,en-us
SUMIFS,Math and trigonometry,Adds the cells in a range that meet multiple criteria,https://support.microsoft.com/en-us/office/sumifs-function-c9e748f5-7ea7-455d-9406-611cebce642b,"=SUMIFS(A2:A9,B2:B9,""=A*"",C2:C9,""Tom"")",SUMIFS,en-us
SUMPRODUCT,Math and trigonometry,Returns the sum of the products of corresponding array components,https://support.microsoft.com/en-us/office/sumproduct-function-16753e75-9f68-4874-94ac-4d2145a2fd2e,=SUMPRODUCT(),SUMPRODUCT,en-us
SUMSQ,Math and trigonometry,Returns the sum of the squares of the arguments,https://support.microsoft.com/en-us/office/sumsq-function-e3313c02-51cc-4963-aae6-31442d9ec307,"SUMSQ(number1, [number2], ...)",SUMSQ,en-us
SUMX2MY2,Math and trigonometry,Returns the sum of the difference of squares of corresponding values in two arrays,https://support.microsoft.com/en-us/office/sumx2my2-function-9e599cc5-5399-48e9-a5e0-e37812dfa3e9,"SUMX2MY2(array_x, array_y)",SUMX2MY2,en-us
SUMX2PY2,Math and trigonometry,Returns the sum of the sum of squares of corresponding values in two arrays,https://support.microsoft.com/en-us/office/sumx2py2-function-826b60b4-0aa2-4e5e-81d2-be704d3d786f,"SUMX2PY2(array_x, array_y)",SUMX2PY2,en-us
SUMXMY2,Math and trigonometry,Returns the sum of squares of differences of corresponding values in two arrays,https://support.microsoft.com/en-us/office/sumxmy2-function-9d144ac1-4d79-43de-b524-e2ecee23b299,"SUMXMY2(array_x, array_y)",SUMXMY2,en-us
SWITCH,Logical,"Evaluates an expression against a list of values and returns the result corresponding to the first matching value. If there is no match, an optional default value may be returned.",https://support.microsoft.com/en-us/office/switch-function-47ab33c0-28ce-4530-8a45-d532ec4aa25e,"SWITCH(expression, value1, result1, [default or value2, result2],…[default or value3, result3])",SWITCH,en-us
SYD,Financial,Returns the sum-of-years' digits depreciation of an asset for a specified period,https://support.microsoft.com/en-us/office/syd-function-069f8106-b60b-4ca2-98e0-2a0f206bdb27,"SYD(cost, salvage, life, per)",SYD,en-us
T,Text,Converts its arguments to text,https://support.microsoft.com/en-us/office/t-function-fb83aeec-45e7-4924-af95-53e073541228,T(value),T,en-us
TAN,Math and trigonometry,Returns the tangent of a number,https://support.microsoft.com/en-us/office/tan-function-08851a40-179f-4052-b789-d7f699447401,TAN(number),TAN,en-us
TANH,Math and trigonometry,Returns the hyperbolic tangent of a number,https://support.microsoft.com/en-us/office/tanh-function-017222f0-a0c3-4f69-9787-b3202295dc6c,TANH(number),TANH,en-us
TAKE,Lookup and reference,Returns a specified number of contiguous rows or columns from the start or end of an array,https://support.microsoft.com/en-us/office/take-function-25382ff1-5da1-4f78-ab43-f33bd2e4e003,"=TAKE(array, rows,[columns])",TAKE,en-us
TBILLEQ,Financial,Returns the bond-equivalent yield for a Treasury bill,https://support.microsoft.com/en-us/office/tbilleq-function-2ab72d90-9b4d-4efe-9fc2-0f81f2c19c8c,"TBILLEQ(settlement, maturity, discount)",TBILLEQ,en-us
TBILLPRICE,Financial,Returns the price per $100 face value for a Treasury bill,https://support.microsoft.com/en-us/office/tbillprice-function-eacca992-c29d-425a-9eb8-0513fe6035a2,"TBILLPRICE(settlement, maturity, discount)",TBILLPRICE,en-us
TBILLYIELD,Financial,Returns the yield for a Treasury bill,https://support.microsoft.com/en-us/office/tbillyield-function-6d381232-f4b0-4cd5-8e97-45b9c03468ba,"TBILLYIELD(settlement, maturity, pr)",TBILLYIELD,en-us
T.DIST,Statistical,Returns the Percentage Points (probability) for the Student t-distribution,https://support.microsoft.com/en-us/office/t-dist-function-4329459f-ae91-48c2-bba8-1ead1c6c21b2,"T.DIST(x,deg_freedom, cumulative)",T.DIST,en-us
T.DIST.2T,Statistical,Returns the Percentage Points (probability) for the Student t-distribution,https://support.microsoft.com/en-us/office/t-dist-2t-function-198e9340-e360-4230-bd21-f52f22ff5c28,"T.DIST.2T(x,deg_freedom)",T.DIST.2T,en-us
T.DIST.RT,Statistical,Returns the Student's t-distribution,https://support.microsoft.com/en-us/office/t-dist-rt-function-20a30020-86f9-4b35-af1f-7ef6ae683eda,"T.DIST.RT(x,deg_freedom)",T.DIST.RT,en-us
TDIST,Compatibility,Returns the Student's t-distribution,https://support.microsoft.com/en-us/office/tdist-function-630a7695-4021-4853-9468-4a1f9dcdd192,"TDIST(x,deg_freedom,tails)",TDIST,en-us
TEXT,Text,Formats a number and converts it to text,https://support.microsoft.com/en-us/office/text-function-20d5ac4d-7b94-49fd-bb38-93d29371225c,"=TEXT(1234.567,""$#,##0.00"")",TEXT,en-us
TEXTAFTER,Text,Returns text that occurs after given character or string,https://support.microsoft.com/en-us/office/textafter-function-c8db2546-5b51-416a-9690-c7e6722e90b4,"=TEXTAFTER(text,delimiter,[instance_num], [match_mode], [match_end], [if_not_found])",TEXTAFTER,en-us
TEXTBEFORE,Text,Returns text that occurs before a given character or string,https://support.microsoft.com/en-us/office/textbefore-function-d099c28a-dba8-448e-ac6c-f086d0fa1b29,"=TEXTBEFORE(text,delimiter,[instance_num], [match_mode], [match_end], [if_not_found])",TEXTBEFORE,en-us
TEXTJOIN,Text,Combines the text from multiple ranges and/or strings,https://support.microsoft.com/en-us/office/textjoin-function-357b449a-ec91-49d0-80c3-0e8fc845691c,"TEXTJOIN(delimiter, ignore_empty, text1, [text2], …)",TEXTJOIN,en-us
TEXTSPLIT,Text,Splits text strings by using column and row delimiters,https://support.microsoft.com/en-us/office/textsplit-function-b1ca414e-4c21-4ca0-b1b7-bdecace8a6e7,"=TEXTSPLIT(text,col_delimiter,[row_delimiter],[ignore_empty], [match_mode], [pad_with])",TEXTSPLIT,en-us
TIME,Date and time,Returns the serial number of a particular time,https://support.microsoft.com/en-us/office/time-function-9a5aff99-8f7d-4611-845e-747d0b8d5457,"TIME(hour, minute, second)",TIME,en-us
TIMEVALUE,Date and time,Converts a time in the form of text to a serial number,https://support.microsoft.com/en-us/office/timevalue-function-0b615c12-33d8-4431-bf3d-f3eb6d186645,TIMEVALUE(time_text),TIMEVALUE,en-us
T.INV,Statistical,Returns the t-value of the Student's t-distribution as a function of the probability and the degrees of freedom,https://support.microsoft.com/en-us/office/t-inv-function-2908272b-4e61-4942-9df9-a25fec9b0e2e,"T.INV(probability,deg_freedom)",T.INV,en-us
T.INV.2T,Statistical,Returns the inverse of the Student's t-distribution,https://support.microsoft.com/en-us/office/t-inv-2t-function-ce72ea19-ec6c-4be7-bed2-b9baf2264f17,"T.INV.2T(probability,deg_freedom)",T.INV.2T,en-us
TINV,Compatibility,Returns the inverse of the Student's t-distribution,https://support.microsoft.com/en-us/office/tinv-function-a7c85b9d-90f5-41fe-9ca5-1cd2f3e1ed7c,"TINV(probability,deg_freedom)",TINV,en-us
TOCOL,Lookup and reference,Returns the array in a single column,https://support.microsoft.com/en-us/office/tocol-function-22839d9b-0b55-4fc1-b4e6-2761f8f122ed,"=TOCOL(array, [ignore], [scan_by_column])",TOCOL,en-us
TOROW,Lookup and reference,Returns the array in a single row,https://support.microsoft.com/en-us/office/torow-function-b90d0964-a7d9-44b7-816b-ffa5c2fe2289,"=TOROW(array, [ignore], [scan_by_column])",TOROW,en-us
TODAY,Date and time,Returns the serial number of today's date,https://support.microsoft.com/en-us/office/today-function-5eb3078d-a82c-4736-8930-2f51a028fdd9,TODAY(),TODAY,en-us
TRANSPOSE,Lookup and reference,Returns the transpose of an array,https://support.microsoft.com/en-us/office/transpose-function-ed039415-ed8a-4a81-93e9-4b6dfac76027,TRANSPOSE(array),TRANSPOSE,en-us
TREND,Statistical,Returns values along a linear trend,https://support.microsoft.com/en-us/office/trend-function-e2f135f0-8827-4096-9873-9a7cf7b51ef1,=TREND(),TREND,en-us
TRIM,Text,Removes spaces from text,https://support.microsoft.com/en-us/office/trim-function-410388fa-c5df-49c6-b16c-9e5630b479f9,TRIM(text),TRIM,en-us
TRIMMEAN,Statistical,Returns the mean of the interior of a data set,https://support.microsoft.com/en-us/office/trimmean-function-d90c9878-a119-4746-88fa-63d988f511d3,"TRIMMEAN(array, percent)",TRIMMEAN,en-us
TRUE,Logical,Returns the logical value TRUE,https://support.microsoft.com/en-us/office/true-function-7652c6e3-8987-48d0-97cd-ef223246b3fb,"=IF(A1=1,TRUE())",TRUE,en-us
TRUNC,Math and trigonometry,Truncates a number to an integer,https://support.microsoft.com/en-us/office/trunc-function-8b86a64c-3127-43db-ba14-aa5ceb292721,"TRUNC(number, [num_digits])",TRUNC,en-us
T.TEST,Statistical,Returns the probability associated with a Student's t-test,https://support.microsoft.com/en-us/office/t-test-function-d4e08ec3-c545-485f-962e-276f7cbed055,"T.TEST(array1,array2,tails,type)",T.TEST,en-us
TTEST,Compatibility,Returns the probability associated with a Student's t-test,https://support.microsoft.com/en-us/office/ttest-function-1696ffc1-4811-40fd-9d13-a0eaad83c7ae,"TTEST(array1,array2,tails,type)",TTEST,en-us
TYPE,Information,Returns a number indicating the data type of a value,https://support.microsoft.com/en-us/office/type-function-45b4e688-4bc3-48b3-a105-ffa892995899,TYPE(value),TYPE,en-us
UNICHAR,Text,Returns the Unicode character that is references by the given numeric value,https://support.microsoft.com/en-us/office/unichar-function-ffeb64f5-f131-44c6-b332-5cd72f0659b8,UNICHAR(number),UNICHAR,en-us
UNICODE,Text,Returns the number (code point) that corresponds to the first character of the text,https://support.microsoft.com/en-us/office/unicode-function-adb74aaa-a2a5-4dde-aff6-966e4e81f16f,UNICODE(text),UNICODE,en-us
UNIQUE,Lookup and reference,Returns a list of unique values in a list or range,https://support.microsoft.com/en-us/office/unique-function-c5ab87fd-30a3-4ce9-9d1a-40204fb85e1e,=UNIQUE(),UNIQUE,en-us
UPPER,Text,Converts text to uppercase,https://support.microsoft.com/en-us/office/upper-function-c11f29b3-d1a3-4537-8df6-04d0049963d6,UPPER(text),UPPER,en-us
VALUE,Text,Converts a text argument to a number,https://support.microsoft.com/en-us/office/value-function-257d0108-07dc-437d-ae1c-bc2d3953d8c2,VALUE(text),VALUE,en-us
VALUETOTEXT,Text,Returns text from any specified value,https://support.microsoft.com/en-us/office/valuetotext-function-5fff61a2-301a-4ab2-9ffa-0a5242a08fea,"=VALUETOTEXT(A2, 0)",VALUETOTEXT,en-us
VAR,Compatibility,Estimates variance based on a sample,https://support.microsoft.com/en-us/office/var-function-1f2b7ab2-954d-4e17-ba2c-9e58b15a7da2,"VAR(number1,[number2],...)",VAR,en-us
VAR.P,Statistical,Calculates variance based on the entire population,https://support.microsoft.com/en-us/office/var-p-function-73d1285c-108c-4843-ba5d-a51f90656f3a,"VAR.P(number1,[number2],...)",VAR.P,en-us
VAR.S,Statistical,Estimates variance based on a sample,https://support.microsoft.com/en-us/office/var-s-function-913633de-136b-449d-813e-65a00b2b990b,"VAR.S(number1,[number2],...)",VAR.S,en-us
VARA,Statistical,"Estimates variance based on a sample, including numbers, text, and logical values",https://support.microsoft.com/en-us/office/vara-function-3de77469-fa3a-47b4-85fd-81758a1e1d07,"VARA(value1, [value2], ...)",VARA,en-us
VARP,Compatibility,Calculates variance based on the entire population,https://support.microsoft.com/en-us/office/varp-function-26a541c4-ecee-464d-a731-bd4c575b1a6b,"VARP(number1,[number2],...)",VARP,en-us
VARPA,Statistical,"Calculates variance based on the entire population, including numbers, text, and logical values",https://support.microsoft.com/en-us/office/varpa-function-59a62635-4e89-4fad-88ac-ce4dc0513b96,"VARPA(value1, [value2], ...)",VARPA,en-us
VDB,Financial,Returns the depreciation of an asset for a specified or partial period by using a declining balance method,https://support.microsoft.com/en-us/office/vdb-function-dde4e207-f3fa-488d-91d2-66d55e861d73,"VDB(cost, salvage, life, start_period, end_period, [factor], [no_switch])",VDB,en-us
VLOOKUP,Lookup and reference,Looks in the first column of an array and moves across the row to return the value of a cell,https://support.microsoft.com/en-us/office/vlookup-function-0bbc8083-26fe-4963-8ab8-93a18ad188a1,"=VLOOKUP(What you want to look up, where you want to look for it, the column number in the range containing the value to return, return an Approximate or Exact match – indicated as 1/TRUE, or 0/FALSE).",VLOOKUP,en-us
VSTACK,Look and reference,arrays vertically and in sequence to return a larger array,https://support.microsoft.com/en-us/office/vstack-function-a4b86897-be0f-48fc-adca-fcc10d795a9c,"=VSTACK(array1,[array2],...)",VSTACK,en-us
WEBSERVICE,Web,Returns data from a web service.,https://support.microsoft.com/en-us/office/webservice-function-0546a35a-ecc6-4739-aed7-c0b7ce1562c4,=WEBSERVICE(),WEBSERVICE,en-us
WEEKDAY,Date and time,Converts a serial number to a day of the week,https://support.microsoft.com/en-us/office/weekday-function-60e44483-2ed1-439f-8bd0-e404c190949a,"WEEKDAY(serial_number,[return_type])",WEEKDAY,en-us
WEEKNUM,Date and time,Converts a serial number to a number representing where the week falls numerically with a year,https://support.microsoft.com/en-us/office/weeknum-function-e5c43a03-b4ab-426c-b411-b18c13c75340,"WEEKNUM(serial_number,[return_type])",WEEKNUM,en-us
WEIBULL,Compatibility,"Calculates variance based on the entire population, including numbers, text, and logical values",https://support.microsoft.com/en-us/office/weibull-function-b83dc2c6-260b-4754-bef2-633196f6fdcc,"WEIBULL(x,alpha,beta,cumulative)",WEIBULL,en-us
WEIBULL.DIST,Statistical,Returns the Weibull distribution,https://support.microsoft.com/en-us/office/weibull-dist-function-4e783c39-9325-49be-bbc9-a83ef82b45db,"WEIBULL.DIST(x,alpha,beta,cumulative)",WEIBULL.DIST,en-us
WORKDAY,Date and time,Returns the serial number of the date before or after a specified number of workdays,https://support.microsoft.com/en-us/office/workday-function-f764a5b7-05fc-4494-9486-60d494efbf33,"WORKDAY(start_date, days, [holidays])",WORKDAY,en-us
WORKDAY.INTL,Date and time,Returns the serial number of the date before or after a specified number of workdays using parameters to indicate which and how many days are weekend days,https://support.microsoft.com/en-us/office/workday-intl-function-a378391c-9ba7-4678-8a39-39611a9bf81d,"WORKDAY.INTL(start_date, days, [weekend], [holidays])",WORKDAY.INTL,en-us
WRAPCOLS,Look and reference,Wraps the provided row or column of values by columns after a specified number of elements,https://support.microsoft.com/en-us/office/wrapcols-function-d038b05a-57b7-4ee0-be94-ded0792511e2,"=WRAPCOLS(vector, wrap_count, [pad_with])",WRAPCOLS,en-us
WRAPROWS,Look and reference,Wraps the provided row or column of values by rows after a specified number of elements,https://support.microsoft.com/en-us/office/wraprows-function-796825f3-975a-4cee-9c84-1bbddf60ade0,"=WRAPROWS(vector, wrap_count, [pad_with])",WRAPROWS,en-us
XIRR,Financial,Returns the internal rate of return for a schedule of cash flows that is not necessarily periodic,https://support.microsoft.com/en-us/office/xirr-function-de1242ec-6477-445b-b11b-a303ad9adc9d,"XIRR(values, dates, [guess])",XIRR,en-us
XLOOKUP,Lookup and reference,,https://support.microsoft.com/en-us/office/xlookup-function-b7fd680e-6d10-43e6-84f9-88eae8bf5929,=XLOOKUP(),XLOOKUP,en-us
XMATCH,Lookup and reference,,https://support.microsoft.com/en-us/office/xmatch-function-d966da31-7a6b-4a13-a1c6-5a33ed6a0312,"Formula=XMATCH(F2,C3:C9,1)",XMATCH,en-us
XNPV,Financial,Returns the net present value for a schedule of cash flows that is not necessarily periodic,https://support.microsoft.com/en-us/office/xnpv-function-1b42bbf6-370f-4532-a0eb-d67c16b664b7,"XNPV(rate, values, dates)",XNPV,en-us
XOR,Logical,Returns a logical exclusive OR of all arguments,https://support.microsoft.com/en-us/office/xor-function-1548d4c2-5e47-4f77-9a92-0533bba14f37,"=XOR(3>0,2<9)",XOR,en-us
YEAR,Date and time,Converts a serial number to a year,https://support.microsoft.com/en-us/office/year-function-c64f017a-1354-490d-981f-578e8ec8d3b9,YEAR(serial_number),YEAR,en-us
YEARFRAC,Date and time,Returns the year fraction representing the number of whole days between start_date and end_date,https://support.microsoft.com/en-us/office/yearfrac-function-3844141e-c76d-4143-82b6-208454ddc6a8,"YEARFRAC(start_date, end_date, [basis])",YEARFRAC,en-us
YIELD,Financial,Returns the yield on a security that pays periodic interest,https://support.microsoft.com/en-us/office/yield-function-f5f5ca43-c4bd-434f-8bd2-ed3c9727a4fe,"YIELD(settlement, maturity, rate, pr, redemption, frequency, [basis])",YIELD,en-us
YIELDDISC,Financial,"Returns the annual yield for a discounted security; for example, a Treasury bill",https://support.microsoft.com/en-us/office/yielddisc-function-a9dbdbae-7dae-46de-b995-615faffaaed7,"YIELDDISC(settlement, maturity, pr, redemption, [basis])",YIELDDISC,en-us
YIELDMAT,Financial,Returns the annual yield of a security that pays interest at maturity,https://support.microsoft.com/en-us/office/yieldmat-function-ba7d1809-0d33-4bcb-96c7-6c56ec62ef6f,"YIELDMAT(settlement, maturity, issue, rate, pr, [basis])",YIELDMAT,en-us
Z.TEST,Statistical,Returns the one-tailed probability-value of a z-test,https://support.microsoft.com/en-us/office/z-test-function-d633d5a3-2031-4614-a016-92180ad82bee,"Z.TEST(array,x,[sigma])",Z.TEST,en-us
ZTEST,Compatibility,Returns the one-tailed probability-value of a z-test,https://support.microsoft.com/en-us/office/ztest-function-8f33be8a-6bd6-4ecc-8e3a-d9a4420c4a6a,"ZTEST(array,x,[sigma])",ZTEST,en-us
