orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
4003,2023,10,13,2023-10-13,Argentina,Buenos Aires,Smartphones,LG Velvet,649,0.12,1,649,77.88
4004,2023,10,28,2023-10-28,México,Ciudad de México (CDMX),Tablets,iPad Air,649,0.33,4,2596,856.6800000000001
4005,2023,10,25,2023-10-25,Chile,Valparaíso,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
4006,2023,10,9,2023-10-09,Panamá,Ciudad de Panamá,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
4007,2023,10,19,2023-10-19,Paraguay,Encarnación,Auriculares,Sony WH-1000XM4,324,0.27,1,324,87.48
4008,2023,10,20,2023-10-20,Venezuela,Maracaibo,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
4009,2023,10,30,2023-10-30,Chile,Santiago,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
4010,2023,10,24,2023-10-24,Panamá,Colón,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.40000000000003
4011,2023,10,3,2023-10-03,Uruguay,Salto,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
4012,2023,10,2,2023-10-02,Panamá,Colón,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
4013,2023,10,19,2023-10-19,Colombia,Bogotá,Tablets,Xiaomi Mi Pad 5,449,0.26,3,1347,350.22
4014,2023,10,12,2023-10-12,Panamá,David,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
4015,2023,10,8,2023-10-08,Chile,Valparaíso,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
4016,2023,10,3,2023-10-03,Colombia,Cali,Smartphones,Google Pixel 6,749,0.28,4,2996,838.8800000000001
4017,2023,10,19,2023-10-19,Colombia,Medellín,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
4018,2023,10,10,2023-10-10,Chile,Concepción,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
4019,2023,10,19,2023-10-19,México,Ciudad de México (CDMX),Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
4020,2023,10,16,2023-10-16,Costa Rica,San José,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
4021,2023,10,1,2023-10-01,Argentina,Buenos Aires,Auriculares,Beats Studio3,274,0.13,1,274,35.620000000000005
4022,2023,10,12,2023-10-12,Uruguay,Montevideo,Auriculares,Razer Opus,224,0.11,2,448,49.28
4023,2023,10,26,2023-10-26,Brasil,Río de Janeiro,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
4024,2023,10,30,2023-10-30,Colombia,Cali,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
4025,2023,10,6,2023-10-06,Brasil,São Paulo,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
4026,2023,10,2,2023-10-02,Bolivia,La Paz,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72000000000001
4027,2023,10,3,2023-10-03,Chile,Valparaíso,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.30000000000007
4028,2023,10,30,2023-10-30,Venezuela,Caracas,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849.0
4029,2023,10,1,2023-10-01,Venezuela,Valencia,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
4030,2023,10,23,2023-10-23,Costa Rica,Heredia,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,3,6147,676.17
4031,2023,10,21,2023-10-21,Panamá,Colón,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
4032,2023,10,21,2023-10-21,Uruguay,Ciudad de la Costa,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
4033,2023,10,5,2023-10-05,Uruguay,Montevideo,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3000000000002
4034,2023,10,7,2023-10-07,Bolivia,Santa Cruz de la Sierra,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
4035,2023,10,19,2023-10-19,Brasil,São Paulo,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
4036,2023,10,20,2023-10-20,Colombia,Bogotá,Smartphones,Google Pixel 6,749,0.28,3,2247,629.1600000000001
4037,2023,10,2,2023-10-02,Ecuador,Guayaquil,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699.0
4038,2023,10,8,2023-10-08,Ecuador,Quito,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.9499999999998
4039,2023,10,23,2023-10-23,Costa Rica,San José,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
4040,2023,10,19,2023-10-19,Venezuela,Maracaibo,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
4041,2023,10,11,2023-10-11,Colombia,Cali,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
4042,2023,10,30,2023-10-30,Ecuador,Guayaquil,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
4043,2023,10,26,2023-10-26,Perú,Arequipa,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.5600000000001
4044,2023,10,29,2023-10-29,Costa Rica,Limón,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
4045,2023,10,23,2023-10-23,Paraguay,Asunción,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849.0
4046,2023,10,30,2023-10-30,Paraguay,Ciudad del Este,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88000000000005
4047,2023,10,1,2023-10-01,Ecuador,Cuenca,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3000000000002
4048,2023,10,23,2023-10-23,Paraguay,Ciudad del Este,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
4049,2023,10,4,2023-10-04,Paraguay,Encarnación,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.360000000000003
4050,2023,10,12,2023-10-12,Chile,Valparaíso,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72000000000003
4051,2023,10,20,2023-10-20,Costa Rica,San José,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
4052,2023,10,22,2023-10-22,Panamá,Colón,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
4053,2023,10,3,2023-10-03,Colombia,Medellín,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
4054,2023,10,1,2023-10-01,Ecuador,Quito,Smartphones,LG Velvet,649,0.12,4,2596,311.52
4055,2023,10,18,2023-10-18,Paraguay,Encarnación,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
4056,2023,10,5,2023-10-05,Perú,Trujillo,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39000000000001
4057,2023,10,4,2023-10-04,Chile,Concepción,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249.0
4058,2023,10,18,2023-10-18,Ecuador,Cuenca,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
4059,2023,10,14,2023-10-14,Chile,Valparaíso,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
4060,2023,10,30,2023-10-30,Venezuela,Valencia,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
4061,2023,10,9,2023-10-09,Argentina,Buenos Aires,Auriculares,Razer Opus,224,0.11,2,448,49.28
4062,2023,10,29,2023-10-29,Paraguay,Encarnación,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
4063,2023,10,22,2023-10-22,México,Monterrey,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
4064,2023,10,8,2023-10-08,Paraguay,Encarnación,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
4065,2023,10,30,2023-10-30,Bolivia,Cochabamba,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
4066,2023,10,2,2023-10-02,Venezuela,Caracas,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
4067,2023,10,27,2023-10-27,Ecuador,Quito,Smartphones,Motorola Edge 20 Pro,849,0.2,2,1698,339.6
4068,2023,10,18,2023-10-18,Chile,Concepción,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
4069,2023,10,10,2023-10-10,Paraguay,Encarnación,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
4070,2023,10,2,2023-10-02,Bolivia,La Paz,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4071,2023,10,24,2023-10-24,Ecuador,Cuenca,Auriculares,Razer Opus,224,0.11,4,896,98.56
4072,2023,10,27,2023-10-27,Perú,Arequipa,Tablets,Xiaomi Mi Pad 5,449,0.26,1,449,116.74000000000001
4073,2023,10,23,2023-10-23,Bolivia,La Paz,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
4074,2023,10,28,2023-10-28,Bolivia,Santa Cruz de la Sierra,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
4075,2023,10,19,2023-10-19,Costa Rica,San José,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
4076,2023,10,11,2023-10-11,Paraguay,Ciudad del Este,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.3400000000001
4077,2023,10,22,2023-10-22,Bolivia,Cochabamba,Auriculares,Razer Opus,224,0.11,4,896,98.56
4078,2023,10,16,2023-10-16,Ecuador,Guayaquil,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
4079,2023,10,4,2023-10-04,Paraguay,Encarnación,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
4080,2023,10,28,2023-10-28,Colombia,Bogotá,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
4081,2023,10,31,2023-10-31,Colombia,Medellín,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
4082,2023,10,18,2023-10-18,Chile,Concepción,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
4083,2023,10,14,2023-10-14,Costa Rica,San José,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
4084,2023,10,22,2023-10-22,Ecuador,Guayaquil,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
4085,2023,11,15,2023-11-15,Venezuela,Valencia,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96000000000004
4086,2023,11,6,2023-11-06,México,Guadalajara,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
4087,2023,11,5,2023-11-05,Chile,Valparaíso,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
4088,2023,11,16,2023-11-16,Perú,Trujillo,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
4089,2023,11,29,2023-11-29,Ecuador,Quito,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
4090,2023,11,18,2023-11-18,Paraguay,Encarnación,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.30000000000007
4091,2023,11,22,2023-11-22,Brasil,São Paulo,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
4092,2023,11,19,2023-11-19,Colombia,Medellín,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
4093,2023,11,26,2023-11-26,Perú,Lima,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
4094,2023,11,6,2023-11-06,Uruguay,Salto,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
4095,2023,11,5,2023-11-05,Paraguay,Encarnación,Tablets,Amazon Fire HD 10,199,0.31,2,398,123.38
4096,2023,11,26,2023-11-26,Costa Rica,Limón,Tablets,Google Pixel Slate,799,0.3,4,3196,958.8
4097,2023,11,26,2023-11-26,Venezuela,Caracas,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
4098,2023,11,21,2023-11-21,Venezuela,Maracaibo,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
4099,2023,11,27,2023-11-27,México,Monterrey,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
4100,2023,11,8,2023-11-08,Uruguay,Ciudad de la Costa,Smartphones,LG Velvet,649,0.12,3,1947,233.64
4101,2023,11,19,2023-11-19,Venezuela,Valencia,Auriculares,Apple AirPods Pro,224,0.26,5,1120,291.2
4102,2023,11,28,2023-11-28,Bolivia,Santa Cruz de la Sierra,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
4103,2023,11,1,2023-11-01,Chile,Concepción,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
4104,2023,11,2,2023-11-02,Perú,Lima,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4105,2023,11,21,2023-11-21,Argentina,Buenos Aires,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
4106,2023,11,29,2023-11-29,Ecuador,Cuenca,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
4107,2023,11,6,2023-11-06,Perú,Trujillo,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
4108,2023,11,15,2023-11-15,Venezuela,Valencia,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
4109,2023,11,4,2023-11-04,Colombia,Bogotá,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
4110,2023,11,27,2023-11-27,Perú,Lima,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
4111,2023,11,28,2023-11-28,Ecuador,Guayaquil,Smartphones,Asus ROG Phone 5,1099,0.13,4,4396,571.48
4112,2023,11,24,2023-11-24,Brasil,Río de Janeiro,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
4113,2023,11,8,2023-11-08,México,Guadalajara,Smartphones,iPhone 13,1099,0.19,3,3297,626.4300000000001
4114,2023,11,13,2023-11-13,Brasil,Río de Janeiro,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
4115,2023,11,18,2023-11-18,Ecuador,Guayaquil,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
4116,2023,11,17,2023-11-17,Paraguay,Encarnación,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
4117,2023,11,15,2023-11-15,Perú,Arequipa,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.6200000000001
4118,2023,11,11,2023-11-11,Ecuador,Guayaquil,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
4119,2023,11,7,2023-11-07,Venezuela,Caracas,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
4120,2023,11,2,2023-11-02,Chile,Concepción,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
4121,2023,11,6,2023-11-06,Chile,Valparaíso,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
4122,2023,11,12,2023-11-12,Uruguay,Salto,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
4123,2023,11,6,2023-11-06,Uruguay,Salto,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
4124,2023,11,26,2023-11-26,Perú,Lima,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48000000000002
4125,2023,11,10,2023-11-10,Panamá,David,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
4126,2023,11,30,2023-11-30,Uruguay,Ciudad de la Costa,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
4127,2023,11,29,2023-11-29,México,Ciudad de México (CDMX),Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
4128,2023,11,16,2023-11-16,Uruguay,Montevideo,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
4129,2023,11,8,2023-11-08,Venezuela,Caracas,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
4130,2023,11,21,2023-11-21,Bolivia,Cochabamba,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.2400000000002
4131,2023,11,10,2023-11-10,Paraguay,Encarnación,Smartphones,Xiaomi Mi 11,699,0.2,1,699,139.8
4132,2023,11,11,2023-11-11,Chile,Valparaíso,Smartphones,Asus ROG Phone 5,1099,0.13,1,1099,142.87
4133,2023,11,3,2023-11-03,Argentina,Buenos Aires,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
4134,2023,11,26,2023-11-26,Chile,Concepción,Auriculares,Jabra Elite 85t,224,0.21,2,448,94.08
4135,2023,11,14,2023-11-14,Panamá,Colón,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
4136,2023,11,25,2023-11-25,Panamá,Ciudad de Panamá,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
4137,2023,11,29,2023-11-29,Chile,Santiago,Auriculares,Samsung Galaxy Buds Pro,174,0.11,3,522,57.42
4138,2023,11,8,2023-11-08,Panamá,Ciudad de Panamá,Auriculares,Beats Studio3,274,0.13,2,548,71.24000000000001
4139,2023,11,18,2023-11-18,Chile,Valparaíso,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
4140,2023,11,10,2023-11-10,Chile,Concepción,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
4141,2023,11,19,2023-11-19,Venezuela,Caracas,Auriculares,Razer Opus,224,0.11,1,224,24.64
4142,2023,11,7,2023-11-07,Venezuela,Caracas,Auriculares,Apple AirPods Pro,224,0.26,1,224,58.24
4143,2023,11,2,2023-11-02,Costa Rica,San José,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
4144,2023,11,21,2023-11-21,Brasil,Río de Janeiro,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44000000000001
4145,2023,11,26,2023-11-26,Panamá,David,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86000000000001
4146,2023,11,14,2023-11-14,Bolivia,Santa Cruz de la Sierra,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58000000000004
4147,2023,11,5,2023-11-05,Uruguay,Salto,Smartphones,Motorola Edge 20 Pro,849,0.2,2,1698,339.6
4148,2023,11,22,2023-11-22,Bolivia,Santa Cruz de la Sierra,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
4149,2023,11,4,2023-11-04,Bolivia,Santa Cruz de la Sierra,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
4150,2023,11,2,2023-11-02,Paraguay,Ciudad del Este,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
4151,2023,11,17,2023-11-17,Ecuador,Guayaquil,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
4152,2023,11,23,2023-11-23,Bolivia,La Paz,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
4153,2023,11,14,2023-11-14,México,Ciudad de México (CDMX),Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
4154,2023,11,3,2023-11-03,Bolivia,Santa Cruz de la Sierra,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
4155,2023,11,13,2023-11-13,Uruguay,Salto,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4156,2023,11,21,2023-11-21,Costa Rica,San José,Smartphones,LG Velvet,649,0.12,3,1947,233.64
4157,2023,11,15,2023-11-15,Chile,Santiago,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
4158,2023,11,22,2023-11-22,Bolivia,Cochabamba,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.8100000000001
4159,2023,11,16,2023-11-16,Paraguay,Asunción,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72000000000003
4160,2023,11,4,2023-11-04,México,Monterrey,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
4161,2023,11,17,2023-11-17,Chile,Valparaíso,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
4162,2023,11,30,2023-11-30,Bolivia,Cochabamba,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
4163,2023,11,22,2023-11-22,Paraguay,Ciudad del Este,Laptops,Razer Blade 15,2649,0.33,4,10596,3496.6800000000003
4164,2023,11,11,2023-11-11,Colombia,Bogotá,Tablets,Lenovo Tab P11 Pro,549,0.3,5,2745,823.5
4165,2023,11,20,2023-11-20,Costa Rica,San José,Smartphones,LG Velvet,649,0.12,2,1298,155.76
4166,2023,11,24,2023-11-24,México,Monterrey,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4167,2023,11,16,2023-11-16,Brasil,Río de Janeiro,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.09999999999997
4168,2023,11,14,2023-11-14,Perú,Lima,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
4169,2023,11,5,2023-11-05,México,Monterrey,Auriculares,Razer Opus,224,0.11,5,1120,123.2
4170,2023,11,15,2023-11-15,Venezuela,Maracaibo,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
4171,2023,11,25,2023-11-25,Costa Rica,Heredia,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
4172,2023,11,11,2023-11-11,México,Monterrey,Auriculares,Microsoft Surface Earbuds,224,0.14,2,448,62.720000000000006
4173,2023,11,13,2023-11-13,Bolivia,Cochabamba,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72000000000001
4174,2023,11,8,2023-11-08,Venezuela,Caracas,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
4175,2023,11,1,2023-11-01,Ecuador,Guayaquil,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
4176,2023,11,16,2023-11-16,Panamá,David,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
4177,2023,11,4,2023-11-04,Chile,Valparaíso,Smartphones,Motorola Edge 20 Pro,849,0.2,2,1698,339.6
4178,2023,11,26,2023-11-26,México,Monterrey,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.8800000000001
4179,2023,11,2,2023-11-02,Bolivia,Santa Cruz de la Sierra,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
4180,2023,11,26,2023-11-26,Ecuador,Quito,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
4181,2023,11,11,2023-11-11,Perú,Lima,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
4182,2023,11,11,2023-11-11,México,Ciudad de México (CDMX),Laptops,MSI GS66 Stealth,2249,0.2,4,8996,1799.2
4183,2023,11,13,2023-11-13,Chile,Concepción,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
4184,2023,11,13,2023-11-13,Ecuador,Guayaquil,Tablets,iPad Air,649,0.33,1,649,214.17000000000002
4185,2023,11,20,2023-11-20,México,Monterrey,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,3,6147,676.17
4186,2023,11,28,2023-11-28,México,Guadalajara,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
4187,2023,11,26,2023-11-26,Bolivia,Santa Cruz de la Sierra,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
4188,2023,11,15,2023-11-15,Ecuador,Cuenca,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
4189,2023,11,21,2023-11-21,Bolivia,Santa Cruz de la Sierra,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
4190,2023,11,24,2023-11-24,Uruguay,Salto,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
4191,2023,11,3,2023-11-03,Colombia,Medellín,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.3500000000001
4192,2023,11,25,2023-11-25,Costa Rica,Heredia,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
4193,2023,11,22,2023-11-22,México,Ciudad de México (CDMX),Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
4194,2023,11,3,2023-11-03,Costa Rica,Heredia,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.40000000000003
4195,2023,11,18,2023-11-18,Venezuela,Caracas,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3000000000002
4196,2023,11,28,2023-11-28,Bolivia,Santa Cruz de la Sierra,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
4197,2023,11,14,2023-11-14,Paraguay,Asunción,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
4198,2023,11,11,2023-11-11,Paraguay,Encarnación,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
4199,2023,11,22,2023-11-22,Costa Rica,San José,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
4200,2023,11,8,2023-11-08,Brasil,Brasilia,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399.0
4201,2023,11,5,2023-11-05,Venezuela,Maracaibo,Auriculares,Beats Studio3,274,0.13,3,822,106.86
4202,2023,11,20,2023-11-20,Uruguay,Ciudad de la Costa,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96000000000004
4203,2023,11,9,2023-11-09,Panamá,Colón,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
4204,2023,11,26,2023-11-26,Uruguay,Montevideo,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
4205,2023,11,2,2023-11-02,México,Monterrey,Smartphones,LG Velvet,649,0.12,2,1298,155.76
4206,2023,11,6,2023-11-06,Chile,Valparaíso,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
4207,2023,11,10,2023-11-10,Ecuador,Guayaquil,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
4208,2023,11,21,2023-11-21,Perú,Arequipa,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44000000000005
4209,2023,11,16,2023-11-16,Uruguay,Salto,Tablets,Samsung Galaxy Tab S7,699,0.15,4,2796,419.4
4210,2023,11,15,2023-11-15,Argentina,Buenos Aires,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
4211,2023,11,4,2023-11-04,Panamá,David,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
4212,2023,11,10,2023-11-10,Venezuela,Caracas,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
4213,2023,11,29,2023-11-29,Perú,Trujillo,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
4214,2023,11,28,2023-11-28,México,Ciudad de México (CDMX),Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
4215,2023,11,2,2023-11-02,Costa Rica,San José,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96000000000004
4216,2023,11,9,2023-11-09,Ecuador,Cuenca,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.30000000000007
4217,2023,11,1,2023-11-01,Costa Rica,Limón,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
4218,2023,11,14,2023-11-14,Costa Rica,Heredia,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
4219,2023,11,11,2023-11-11,Costa Rica,San José,Smartphones,LG Velvet,649,0.12,3,1947,233.64
4220,2023,11,1,2023-11-01,Chile,Concepción,Tablets,iPad Air,649,0.33,2,1298,428.34000000000003
4221,2023,11,28,2023-11-28,Panamá,Ciudad de Panamá,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
4222,2023,11,28,2023-11-28,Venezuela,Maracaibo,Smartphones,LG Velvet,649,0.12,1,649,77.88
4223,2023,11,21,2023-11-21,Bolivia,La Paz,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
4224,2023,11,6,2023-11-06,Ecuador,Guayaquil,Smartphones,iPhone 13,1099,0.19,5,5495,1044.05
